source,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonical
,,,,,,,,,Haemaphysalis ornithophila Hoogstraal & Kohls,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,ornithophila,,species,,Hoogstraal & Kohls,,,,,,Haemaphysalis ornithophila
,,,,,,,,,Haemaphysalis palawanensis Kohls,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Paraphysalis,palawanensis,,species,,Kohls,,,,,,Haemaphysalis palawanensis
,,,,,,,,,Haemaphysalis palustris palustris ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,palustris,palustris,subspecies,,,,,,,,Haemaphysalis palustris palustris
,,,,,,,,,"Haemaphysalis papua dchatrami Hoogstraal, Trapido & Kohls",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,papua,dchatrami,subspecies,,"Hoogstraal, Trapido & Kohls",,,,,,Haemaphysalis papua dchatrami
,,,,,,,,,Haemaphysalis papua papua Thorell,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,papua,papua,subspecies,,Thorell,,,,,,Haemaphysalis papua papua
,,,,,,,,,Haemaphysalis papua Thorell,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,papua,,species,,Thorell,,,,,,Haemaphysalis papua
,,,,,,,,,Haemaphysalis paraleachi paraleachi Camicas & Hoogstraal,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,paraleachi,paraleachi,subspecies,,Camicas & Hoogstraal,,,,,,Haemaphysalis paraleachi paraleachi
,,,,,,,,,Haemaphysalis paraleachi walkerae Camicas & Hoogstraal,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,paraleachi,walkerae,subspecies,,Camicas & Hoogstraal,,,,,,Haemaphysalis paraleachi walkerae
,,,,,,,,,Haemaphysalis paraleachi Camicas & Hoogstraal,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,paraleachi,,species,,Camicas & Hoogstraal,,,,,,Haemaphysalis paraleachi
,,,,,,,,,"Haemaphysalis paraturturis Hoogstraal, Trapido & Rebello, 1963",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Subkaiseria,paraturturis,,species,,"Hoogstraal, Trapido & Rebello, 1963",,,,,,Haemaphysalis paraturturis
,,,,,,,,,Haemaphysalis parmata Neumann,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,parmata,,species,,Neumann,,,,,,Haemaphysalis parmata
,,,,,,,,,Haemaphysalis parva (Neumann),,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Paraphysalis,parva,,species,,(Neumann),,,,,,Haemaphysalis parva
,,,,,,,,,Haemaphysalis pavlovskyi Pospelova-Shtrom,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,pavlovskyi,,species,,Pospelova-Shtrom,,,,,,Haemaphysalis pavlovskyi
,,,,,,,,,Haemaphysalis pedetes Hoogstraal,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,pedetes,,species,,Hoogstraal,,,,,,Haemaphysalis pedetes
,,,,,,,,,Haemaphysalis pentalagi Pospelova-Shtrom,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,pentalagi,,species,,Pospelova-Shtrom,,,,,,Haemaphysalis pentalagi
,,,,,,,,,Haemaphysalis petrogalis Roberts,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,petrogalis,,species,,Roberts,,,,,,Haemaphysalis petrogalis
,,,,,,,,,"Haemaphysalis phasia Saito, Hoogstraal & Wassef",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,phasia,,species,,"Saito, Hoogstraal & Wassef",,,,,,Haemaphysalis phasia
,,,,,,,,,"Haemaphysalis pospelovashtromae Hoogstraal, 1966",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Allophysalis,pospelovashtromae,,species,,"Hoogstraal, 1966",,,,,,Haemaphysalis pospelovashtromae
,,,,,,,,,"Haemaphysalis psalistos Hoogstraal, El & Kammah",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,psalistos,,species,,"Hoogstraal, El & Kammah",,,,,,Haemaphysalis psalistos
,,,,,,,,,"Haemaphysalis punctaleachi Camicas, Hoogstraal & El Kammah",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,punctaleachi,,species,,"Camicas, Hoogstraal & El Kammah",,,,,,Haemaphysalis punctaleachi
,,,,,,,,,Haemaphysalis punctata abomisalis Canestrini & Fanzago,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aboimisalis,punctata,abomisalis,subspecies,,Canestrini & Fanzago,,,,,,Haemaphysalis punctata abomisalis
,,,,,,,,,Haemaphysalis punctata cinbari Canestrini & Fanzago,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aboimisalis,punctata,cinbari,subspecies,,Canestrini & Fanzago,,,,,,Haemaphysalis punctata cinbari
,,,,,,,,,Haemaphysalis punctata Canestrini & Fanzago,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Aboimisalis,punctata,,species,,Canestrini & Fanzago,,,,,,Haemaphysalis punctata
,,,,,,,,,Haemaphysalis quadriaculeata ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,quadriaculeata,,species,,,,,,,,Haemaphysalis quadriaculeata
,,,,,,,,,"Haemaphysalis ramachandrai Dhanda, Hoogstraal & Bhat",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,ramachandrai,,species,,"Dhanda, Hoogstraal & Bhat",,,,,,Haemaphysalis ramachandrai
,,,,,,,,,"Haemaphysalis ratti Kohls, 1948",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,ratti,,species,,"Kohls, 1948",,,,,,Haemaphysalis ratti
,,,,,,,,,"Haemaphysalis renschi Schulze, 1933",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,renschi,,species,,"Schulze, 1933",,,,,,Haemaphysalis renschi
,,,,,,,,,Haemaphysalis rhipistoma ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,rhipistoma,,species,,,,,,,,Haemaphysalis rhipistoma
,,,,,,,,,Haemaphysalis roubaudi Toumanoff,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,roubaudi,,species,,Toumanoff,,,,,,Haemaphysalis roubaudi
,,,,,,,,,Haemaphysalis rugosa Santos & Dias,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,rugosa,,species,,Santos & Dias,,,,,,Haemaphysalis rugosa
,,,,,,,,,Haemaphysalis rusae Kohls,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Paraphysalis,rusae,,species,,Kohls,,,,,,Haemaphysalis rusae
,,,,,,,,,Haemaphysalis sambar Hoogstraal,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Interphysalis,sambar,,species,,Hoogstraal,,,,,,Haemaphysalis sambar
,,,,,,,,,Haemaphysalis sciuri Kohls,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,sciuri,,species,,Kohls,,,,,,Haemaphysalis sciuri
,,,,,,,,,Haemaphysalis semermis Neumann,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,semermis,,species,,Neumann,,,,,,Haemaphysalis semermis
,,,,,,,,,Haemaphysalis semermis rufipes Neumann,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,semermis,rufipes,subspecies,,Neumann,,,,,,Haemaphysalis semermis rufipes
,,,,,,,,,Haemaphysalis shimoga Trapido & Hoogstraal,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,shimoga,,species,,Trapido & Hoogstraal,,,,,,Haemaphysalis shimoga
,,,,,,,,,Haemaphysalis silacea Robinson,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,silacea,,species,,Robinson,,,,,,Haemaphysalis silacea
,,,,,,,,,"Haemaphysalis silvafelis Hoogstraal & Trapido, 1963",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Subkaiseria,silvafelis,,species,,"Hoogstraal & Trapido, 1963",,,,,,Haemaphysalis silvafelis
,,,,,,,,,Haemaphysalis simplex Neumann,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,simplex,,species,,Neumann,,,,,,Haemaphysalis simplex
,,,,,,,,,"Haemaphysalis simplicima Hoogstraal & Wassef, 1979",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,simplicima,,species,,"Hoogstraal & Wassef, 1979",,,,,,Haemaphysalis simplicima
,,,,,,,,,Haemaphysalis spinigera Neumann,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,spinigera,,species,,Neumann,,,,,,Haemaphysalis spinigera
,,,,,,,,,Haemaphysalis spinulosa Neumann,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,spinulosa,,species,,Neumann,,,,,,Haemaphysalis spinulosa
,,,,,,,,,Haemaphysalis subelongata Hoogstraal,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Elongiphysalis,subelongata,,species,,Hoogstraal,,,,,,Haemaphysalis subelongata
,,,,,,,,,Haemaphysalis sulcata Canestrini & Fanzago,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Herpetobia,sulcata,,species,,Canestrini & Fanzago,,,,,,Haemaphysalis sulcata
,,,,,,,,,"Haemaphysalis sumatraensis El, Kammah, Kadarsan & Astos",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Paraphysalis,sumatraensis,,species,,"El, Kammah, Kadarsan & Astos",,,,,,Haemaphysalis sumatraensis
,,,,,,,,,Haemaphysalis sundrai Sharif,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Herpetobia,sundrai,,species,,Sharif,,,,,,Haemaphysalis sundrai
,,,,,,,,,"Haemaphysalis susphilippensis Hoogstraal, Kohls & Parrish",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,susphilippensis,,species,,"Hoogstraal, Kohls & Parrish",,,,,,Haemaphysalis susphilippensis
,,,,,,,,,Haemaphysalis taiwa Sugimoto,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,taiwa,,species,,Sugimoto,,,,,,Haemaphysalis taiwa
,,,,,,,,,Haemaphysalis tauffliebi Morel,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,tauffliebi,,species,,Morel,,,,,,Haemaphysalis tauffliebi
,,,,,,,,,Haemaphysalis taurica ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,,taurica,,species,,,,,,,,Haemaphysalis taurica
,,,,,,,,,Haemaphysalis texanus Banks,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Pholeoixodes,texanus,,species,,Banks,,,,,,Haemaphysalis texanus
,,,,,,,,,"Haemaphysalis theilerae Hoogstraal, 1953",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Sharifiella,theilerae,,species,,"Hoogstraal, 1953",,,,,,Haemaphysalis theilerae
,,,,,,,,,"Haemaphysalis tiptoni Hoogstraal, 1953",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Elongiphysalis,tiptoni,,species,,"Hoogstraal, 1953",,,,,,Haemaphysalis tiptoni
,,,,,,,,,Haemaphysalis toxopei Warburton,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,toxopei,,species,,Warburton,,,,,,Haemaphysalis toxopei
,,,,,,,,,Haemaphysalis traguli Oudemans,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Interphysalis,traguli,,species,,Oudemans,,,,,,Haemaphysalis traguli
,,,,,,,,,"Haemaphysalis traubi Kohls, 1955",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Haemaphysalis,traubi,,species,,"Kohls, 1955",,,,,,Haemaphysalis traubi
,,,,,,,,,Haemaphysalis turturis Nuttall & Warburton,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Subkaiseria,turturis,,species,,Nuttall & Warburton,,,,,,Haemaphysalis turturis
,,,,,,,,,"Haemaphysalis verticalis Itagaki, Noda & Yamaguchi",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Ornithophysalis,verticalis,,species,,"Itagaki, Noda & Yamaguchi",,,,,,Haemaphysalis verticalis
,,,,,,,,,Haemaphysalis vidua Warburton & Nuttall,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Interphysalis,vidua,,species,,Warburton & Nuttall,,,,,,Haemaphysalis vidua
,,,,,,,,,Haemaphysalis vietmensis Hoogstraal & Wilson,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Alloceraea,vietmensis,,species,,Hoogstraal & Wilson,,,,,,Haemaphysalis vietmensis
,,,,,,,,,Haemaphysalis warburtoni Nuttall,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Allophysalis,warburtoni,,species,,Nuttall,,,,,,Haemaphysalis warburtoni
,,,,,,,,,Haemaphysalis wellingtoni Nuttall & Warburton,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Interphysalis,wellingtoni,,species,,Nuttall & Warburton,,,,,,Haemaphysalis wellingtoni
,,,,,,,,,Haemaphysalis yeni Toumanoff,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Kaiseria,yeni,,species,,Toumanoff,,,,,,Haemaphysalis yeni
,,,,,,,,,"Haemaphysalis zumpti Hoogstraal & El Kammah, 1974",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,HAEMAPHYSALIE,,,Haemaphysalis,Rhipistoma,zumpti,,species,,"Hoogstraal & El Kammah, 1974",,,,,,Haemaphysalis zumpti
,,,,,,,,,"Hyalomma aegyptium (Linnaeus, 1758)",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,aegyptium,,species,,"(Linnaeus, 1758)",,,,,,Hyalomma aegyptium
,,,,,,,,,Hyalomma albiparmatum Schulze,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,albiparmatum,,species,,Schulze,,,,,,Hyalomma albiparmatum
,,,,,,,,,Hyalomma ampelinus ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,ampelinus,,species,,,,,,,,Hyalomma ampelinus
,,,,,,,,,Hyalomma atolicum atolicum ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,atolicum,atolicum,subspecies,,,,,,,,Hyalomma atolicum atolicum
,,,,,,,,,Hyalomma atolicum excavatum Koch,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,atolicum,excavatum,subspecies,,Koch,,,,,,Hyalomma atolicum excavatum
,,,,,,,,,"Hyalomma atolicum Koch, 1844",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,atolicum,,species,,"Koch, 1844",,,,,,Hyalomma atolicum
,,,,,,,,,"Hyalomma arabica Pegram, Hoogstraal & Wassef, 1982",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,Hyalommina,arabica,,species,,"Pegram, Hoogstraal & Wassef, 1982",,,,,,Hyalomma arabica
,,,,,,,,,Hyalomma asiaticum asiaticum Schulze & Schlottke,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,asiaticum,asiaticum,subspecies,,Schulze & Schlottke,,,,,,Hyalomma asiaticum asiaticum
,,,,,,,,,Hyalomma asiaticum caucasicum Pomerantzev,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,asiaticum,caucasicum,subspecies,,Pomerantzev,,,,,,Hyalomma asiaticum caucasicum
,,,,,,,,,Hyalomma asiaticum kozlovi Olenev,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,asiaticum,kozlovi,subspecies,,Olenev,,,,,,Hyalomma asiaticum kozlovi
,,,,,,,,,"Hyalomma asiaticum Schulze & Schlottke, 1930",,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,asiaticum,,species,,"Schulze & Schlottke, 1930",,,,,,Hyalomma asiaticum
,,,,,,,,,Hyalomma brevipunctata Sharif,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,Hyalommi,brevipunctata,,species,,Sharif,,,,,,Hyalomma brevipunctata
,,,,,,,,,Hyalomma compressum (Macalister),,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,compressum,,species,,(Macalister),,,,,,Hyalomma compressum
,,,,,,,,,Hyalomma detritum albipictum ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,detritum,albipictum,subspecies,,,,,,,,Hyalomma detritum albipictum
,,,,,,,,,Hyalomma detritum damascenium ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,detritum,damascenium,subspecies,,,,,,,,Hyalomma detritum damascenium
,,,,,,,,,Hyalomma detritum dardanicum Schulze,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,detritum,dardanicum,subspecies,,Schulze,,,,,,Hyalomma detritum dardanicum
,,,,,,,,,Hyalomma detritum detritum Schulze,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,detritum,detritum,subspecies,,Schulze,,,,,,Hyalomma detritum detritum
,,,,,,,,,Hyalomma detritum mauritanicum ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,detritum,mauritanicum,subspecies,,,,,,,,Hyalomma detritum mauritanicum
,,,,,,,,,Hyalomma detritum perstrigatum Schulze,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,detritum,perstrigatum,subspecies,,Schulze,,,,,,Hyalomma detritum perstrigatum
,,,,,,,,,Hyalomma detritum steineri ,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,detritum,steineri,subspecies,,,,,,,,Hyalomma detritum steineri
,,,,,,,,,Hyalomma detritum Schulze,,,,,,,,Animalia,Arthropoda,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Hyalomminae,,,Hyalomma,,detritum,,species,,Schulze,,,,,,Hyalomma detritum
