"class","subclass","superorder","order","superfamily","family","subfamily","genus","specificEpithet","infragenericEpithet","infraspecificEpithet","scientificNameAuthorship","canonical"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","imitans","","","WARBURTON","Dermacentor imitans"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","indocentor","","","","Dermacentor indocentor"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","latus","","","COOLEY 1937","Dermacentor latus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","margitum","","","(SULZER)","Dermacentor margitum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","margitus","","","SULZER","Dermacentor margitus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","modestus","","","BANKS","Dermacentor modestus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","montanus","","","","Dermacentor montanus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","nitens","","","","Dermacentor nitens"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","niveus","","","NEUMANN","Dermacentor niveus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","nuttalli","","","OLENEV","Dermacentor nuttalli"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","occidentalis","","","MARX","Dermacentor occidentalis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","pamensis","","","Apanaskevich & Bermudez, 2013","Dermacentor pamensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","parumapertus","","","NEUMANN","Dermacentor parumapertus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","pavlovskyi","","","OLENEV","Dermacentor pavlovskyi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","pictus","","","HERMANN","Dermacentor pictus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","raskemensis","","","POMERANTZEV","Dermacentor raskemensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","reticulatus","","","(FABRICIUS)","Dermacentor reticulatus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","rhinocerinus","","denny","","Dermacentor rhinocerinus denny"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","rhinocerinus","","","(DENNY)","Dermacentor rhinocerinus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","rhinocerotis","","","(DE GEER)","Dermacentor rhinocerotis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","silvarum","","ablutus","SCHULZE 1933","Dermacentor silvarum ablutus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","silvarum","","","OLENEV","Dermacentor silvarum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","sinicus","","pallidior","SCHULZE","Dermacentor sinicus pallidior"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","sinicus","","sinicus","SCHULZE","Dermacentor sinicus sinicus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","sinicus","","","SCHULZ","Dermacentor sinicus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","steini","","leviculus","SCHULZE","Dermacentor steini leviculus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","steini","","steini","SCHULZE","Dermacentor steini steini"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","steini","","","SCHULZE","Dermacentor steini"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","taiwanensis","","","SUGIMOTO","Dermacentor taiwanensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","ushakovae","","","","Dermacentor ushakovae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","variabilis","","","(SAY)","Dermacentor variabilis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","Dermacentor","venustus","","","MARX","Dermacentor venustus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","abolmisalis","","","","Haemaphysalis abolmisalis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","aborensis","Aborphysalis","","WARBURTON","Haemaphysalis aborensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","aciculifer","Kaiseria","","WARBURTON","Haemaphysalis aciculifer"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","aculeata","Kaiseria","","LAVARRA","Haemaphysalis aculeata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","adleri","Rhipistoma","","FELDMAN-MUHSAM","Haemaphysalis adleri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","anomala","Kaiseria","","WARBURTON","Haemaphysalis anomala"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","anoplos","Rhipistoma","","HOOGSTRAAL  UILENBERG  KLEIN","Haemaphysalis anoplos"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","aponommoides","Alloceraea","","WARBURTON","Haemaphysalis aponommoides"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","asiatica","Rhipistoma","","(SUPINO)","Haemaphysalis asiatica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","atherurus","Aborphysalis","","HOOGSTRAAL  TRAPIDO  KOHLS","Haemaphysalis atherurus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","bancrofti","Kaiseria","","NUTTALL  WARBURTON","Haemaphysalis bancrofti"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","bandicota","Ornithophysalis","","HOOGSTRAAL  KOHLS","Haemaphysalis bandicota"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","bartelsi","Rhipistoma","schulze","SCHULZE","Haemaphysalis bartelsi schulze"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","bartelsi","Rhipistoma","","SCHULZE","Haemaphysalis bartelsi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","bedfordi","","","","Haemaphysalis bedfordi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","bequaerti","Rhipistoma","","HOOGSTRAAL 1956","Haemaphysalis bequaerti"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","birmaniae","Haemaphysalis","","SUPINO","Haemaphysalis birmaniae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","bispinosa","Kaiseria","","NEUMANN","Haemaphysalis bispinosa"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","borneata","Kaiseria","","HOOGSTRAAL","Haemaphysalis borneata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","bremneri","Ornithophysalis","","ROBERTS","Haemaphysalis bremneri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","calcarata","Rhipistoma","","NEUMANN","Haemaphysalis calcarata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","calvus","Paraphysalis","","NUTTALL  WARBURTON","Haemaphysalis calvus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","campanulata","Haemaphysalis","","WARBURTON","Haemaphysalis campanulata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","canestrinii","Rhipistoma","","(SUPINO)","Haemaphysalis canestrinii"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","capricornis","Aborphysalis","","HOOGSTRAAL","Haemaphysalis capricornis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","caucasica","Rhipistoma","","OLENEV","Haemaphysalis caucasica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","celebensis","Kaiseria","","HOOGSTRAAL  TRAPIDO  KOHLS","Haemaphysalis celebensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","centropi","Ornithophysalis","","KOHLS 1949","Haemaphysalis centropi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","centrosa","","","","Haemaphysalis centrosa"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","choprai","","","SHARIF","Haemaphysalis choprai"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","chordeilis","Aboimisalis","","(PACKARD)","Haemaphysalis chordeilis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","cinbari","","punctata","","Haemaphysalis cinbari punctata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","cinbari","Aboimisalis","","KOCH","Haemaphysalis cinbari"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","colesbergensis","Rhipistoma","","Apanaskevich & Horak 2008","Haemaphysalis colesbergensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","concin","Haemaphysalis","","KOCH","Haemaphysalis concin"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","conrnigeria","Kaiseria","shimoga","TRAPIDO  HOOGSTRAAL 1964","Haemaphysalis conrnigeria shimoga"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","cooleyi","Rhipistoma","","BEDFORD","Haemaphysalis cooleyi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","cornigera","Kaiseria","cornigera","NEUMANN","Haemaphysalis cornigera cornigera"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","cornigera","","shimoga","TRAPIDO  HOOGSTRAAL 1964","Haemaphysalis cornigera shimoga"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","cornigera","Kaiseria","","NEUMANN","Haemaphysalis cornigera"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","cornupunctata","Aboimisalis","","HOOGSTRAAL  VARMA 1962","Haemaphysalis cornupunctata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","cuspidata","Kaiseria","","WARBURTON","Haemaphysalis cuspidata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","danieli","","","CERNY& Hoogstraal, 1977","Haemaphysalis danieli"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","darjeeling","Haemaphysalis","","HOOGSTRAAL  DHANDA","Haemaphysalis darjeeling"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","davisi","Kaiseria","","HOOGSTRAAL  DHANDA  BHAT","Haemaphysalis davisi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","dentatus","Gonixodes","","(PACKARD)","Haemaphysalis dentatus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","doenitzi","Ornithophysalis","","WARBURTON  NUTTALL","Haemaphysalis doenitzi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","elliptica","","","","Haemaphysalis elliptica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","elongata","Elongiphysalis","","NEUMANN","Haemaphysalis elongata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","ericei","Rhipistoma","","PAVESI","Haemaphysalis ericei"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","ericei","Rhipistoma","turanica","POSPELOVA-SHTROM","Haemaphysalis ericei turanica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","ericei","Rhipistoma","ericei","PAVESI","Haemaphysalis ericei ericei"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","ethiopica","Rhipistoma","","SANTOS  DIAS","Haemaphysalis ethiopica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","eupleres","Rhipistoma","","HOOGSTRAAL  KOHLS  TRAPIDO","Haemaphysalis eupleres"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","flava","Haemaphysalis","","NEUMANN","Haemaphysalis flava"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","formosensis","Aborphysalis","","NEUMANN","Haemaphysalis formosensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","fossae","Rhipistoma","","HOOGSTRAAL 1953","Haemaphysalis fossae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","fujisa","Haemaphysalis","","KITAOKA","Haemaphysalis fujisa"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","garhwalensis","Allophysalis","","DHANDA  BHAT","Haemaphysalis garhwalensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","goral","Haemaphysalis","","HOOGSTRAAL","Haemaphysalis goral"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","haemaphysalis","","","","Haemaphysalis haemaphysalis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","heinrichi","Rhipistoma","","SCHULZE 1939","Haemaphysalis heinrichi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","himalaya","Herpetobia","","HOOGSTRAAL","Haemaphysalis himalaya"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","hirsuta","Paraphysalis","","HOOGSTRAAL  TRAPIDO  KOHLS","Haemaphysalis hirsuta"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","hispanica","Rhipistoma","","GIL COLLADO","Haemaphysalis hispanica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","hoodi","Ornithophysalis","","WARBURTON  NUTTALL","Haemaphysalis hoodi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","hoogstraali","Paraphysalis","","KOHLS","Haemaphysalis hoogstraali"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","houyi","Rhipistoma","","NUTTALL  WARBURTON","Haemaphysalis houyi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","howletti","Ornithophysalis","","WARBURTON","Haemaphysalis howletti"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","humerosa","Ornithophysalis","","WARBURTON  NUTTALL","Haemaphysalis humerosa"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","hylobatis","Kaiseria","","SCHULZE","Haemaphysalis hylobatis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","hyracophila","Rhipistoma","","HOOGSTRAAL  WALKER  NEITZ 1971","Haemaphysalis hyracophila"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","hystricis","Kaiseria","","SUPINO","Haemaphysalis hystricis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","indica","Rhipistoma","","WARBURTON","Haemaphysalis indica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","indoflava","Haemaphysalis","","DHANDA  BHAT","Haemaphysalis indoflava"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","inermis","Alloceraea","","BIRULA","Haemaphysalis inermis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","intermedia","Interphysalis","","WARBURTON  NUTTALL","Haemaphysalis intermedia"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","japonica","Haemaphysalis","douglasi","NUTTALL  WARBURTON","Haemaphysalis japonica douglasi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","japonica","Haemaphysalis","japonica","WARBURTON","Haemaphysalis japonica japonica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","japonica","Haemaphysalis","","WARBURTON","Haemaphysalis japonica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","juxtakochi","Gonixodes","","COOLEY 1946","Haemaphysalis juxtakochi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","kadarsani","","","","Haemaphysalis kadarsani"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","kashmirensis","Herpetobia","","HOOGSTRAAL  VARMA 1962","Haemaphysalis kashmirensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","kinneari","Kaiseria","","WARBURTON","Haemaphysalis kinneari"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","kitaokai","Alloceraea","","HOOGSTRAAL 1969","Haemaphysalis kitaokai"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","koningsbergeri","Rhipistoma","","WARBURTON  NUTTALL","Haemaphysalis koningsbergeri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","kopetdaghica","","","KERBARAYEV","Haemaphysalis kopetdaghica"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","kutchensis","Interphysalis","","HOOGSTRAAL  TRAPIDO 1963","Haemaphysalis kutchensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","kyasanurensis","Arborphysalis","","TRAPIDO  HOOGSTRAAL  RAJAGOPALAN","Haemaphysalis kyasanurensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","lagrangei","Kaiseria","","LARROUSSE","Haemaphysalis lagrangei"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","leachi","Rhipistoma","leachi","(AUDOUIN) 1827","Haemaphysalis leachi leachi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","leachi","Rhipistoma","","(AUDOUIN)","Haemaphysalis leachi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","lemuris","Rhipistoma","","HOOGSTRAAL","Haemaphysalis lemuris"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","leporispalustris","Gonixodes","","(PACKARD)","Haemaphysalis leporispalustris"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","longicornis","Kaiseria","","NEUMANN","Haemaphysalis longicornis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","luzonensis","Kaiseria","","HOOGSTRAAL  PARRISH 1968","Haemaphysalis luzonensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","madagascariensis","Ornithophysalis","","COLAS-BELCOUR  MILLOT","Haemaphysalis madagascariensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","mageshimaensis","Kaiseria","","SAITO  HOOGSTRAAL","Haemaphysalis mageshimaensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","megalaimae","Ornithophysalis","","RAJAGOPALAN 1963","Haemaphysalis megalaimae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","megaspinosa","Haemaphysalis","","SAITO","Haemaphysalis megaspinosa"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","minuta","Ornithophysalis","","KOHLS 1950","Haemaphysalis minuta"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","mjobergi","Paraphysalis","","WARBURTON","Haemaphysalis mjobergi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","montgomeryi","Paraphysalis","","NUTTALL","Haemaphysalis montgomeryi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","moreli","Rhipistoma","","CAMICAS  HOOGSTRAAL  EL KAMMAH","Haemaphysalis moreli"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","muhsamae","Rhipistoma","","SANTOS  DIAS","Haemaphysalis muhsamae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","dchatrami","Kaiseria","","HOOGSTRAAL  TRAPIDO  KOHLS","Haemaphysalis dchatrami"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","neitzi","Rhipistoma","","","Haemaphysalis neitzi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","nepalensis","Herpetobia","","HOOGSTRAAL","Haemaphysalis nepalensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","nesomys","Dermaphysalis","","HOOGSTRAAL  UILENBERG  KLEIN 1966","Haemaphysalis nesomys"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","neumanni","","","","Haemaphysalis neumanni"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","norvali","","","Hoogstral Wassef 1983","Haemaphysalis norvali"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","novaeguineae","Kaiseria","","HIRST","Haemaphysalis novaeguineae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","HAEMAPHYSALIE","Haemaphysalis","obesa","Paraphysalis","","LARROUSSE","Haemaphysalis obesa"
