source,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonicalName
Lewis,3290,,,,,,,,"Trochilopsylla torresmurai Beaucournu & González-Acuña, 2010",,Trochilopsylla,,,,2010,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Ceratophyllinae,,,Trochilopsylla,,torresmurai,,species,,"Beaucournu & González-Acuña, 2010",,ICZN,accepted,,,Trochilopsylla torresmurai
"Lewis, GBIF",3724,,,,,,,,"Trochilopsylla Beaucournu & Gonzalez-Acuna, 2009",,Ceratophyllinae,,,,2009,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Ceratophyllinae,,,Trochilopsylla,,,,genus,,"Beaucournu & Gonzalez-Acuna, 2009",,ICZN,accepted,,,Trochilopsylla
Lewis,3768,,,,,,,,Ceratophyllinae,,Ceratophyllidae,,,,,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Ceratophyllinae,,,,,,,subfamily,,,,ICZN,accepted,,,Ceratophyllinae
Lewis,1101,,1102,,,,,,"Ceratophyllus stimsoni C. Fox, 1914",Dactylopsylla stimsoni,Ceratophyllus,,,,1914,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Ceratophyllus,,stimsoni,,species,,"C. Fox, 1914",,ICZN,synonym,,,Ceratophyllus stimsoni
"Lewis, CoL, FMNH, GBIF, NMNH",1095,,,,,,,,"Dactylopsylla bluei C. Fox, 1909",,Dactylopsylla,,,,1909,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Dactylopsylla,,bluei,,species,,"C. Fox, 1909",,ICZN,accepted,,,Dactylopsylla bluei
"Lewis, CoL, GBIF",1096,,,,,,,,"Dactylopsylla digitenua Prince & Stark, 1951",,Dactylopsylla,,,,1951,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Dactylopsylla,,digitenua,,species,,"Prince & Stark, 1951",,ICZN,accepted,,,Dactylopsylla digitenua
"Lewis, CoL, GBIF, NMNH",1097,,,,,,,,"Dactylopsylla megasoma Barrera, 1953",,Dactylopsylla,,,,1953,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Dactylopsylla,,megasoma,,species,,"Barrera, 1953",,ICZN,accepted,,,Dactylopsylla megasoma
"Lewis, CoL, FMNH, GBIF, NMNH",1098,,,,,,,,"Dactylopsylla neomexicana Prince, 1945",,Dactylopsylla,,,,1945,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Dactylopsylla,,neomexicana,,species,,"Prince, 1945",,ICZN,accepted,,,Dactylopsylla neomexicana
"Lewis, CoL, FMNH, GBIF, NMNH",1099,,,,,,,,"Dactylopsylla pentachaeta Prince & Stark, 1951",,Dactylopsylla,,,,1951,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Dactylopsylla,,pentachaeta,,species,,"Prince & Stark, 1951",,ICZN,accepted,,,Dactylopsylla pentachaeta
"Lewis, CoL, FMNH, GBIF, NMNH",1100,,,,,,,,"Dactylopsylla percernis Eads & Menzies, 1949",,Dactylopsylla,,,,1949,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Dactylopsylla,,percernis,,species,,"Eads & Menzies, 1949",,ICZN,accepted,,,Dactylopsylla percernis
Lewis,1102,,,,,,,,"Dactylopsylla stimsoni (C. Fox, 1914)",,Dactylopsylla,,,,1914,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Dactylopsylla,,stimsoni,,species,,"(C. Fox, 1914)",,ICZN,accepted,,,Dactylopsylla stimsoni
"Lewis, CoL, FMNH, GBIF, NMNH",3548,,,,,,,,"Dactylopsylla Jordan, 1929",,Dactylopsyllinae,,,,1929,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Dactylopsylla,,,,genus,,"Jordan, 1929",,ICZN,accepted,,,Dactylopsylla
"Lewis, CoL, GBIF, NMNH",1321,,,,,,,,"Foxella hoogstraali traub, 1950",,Foxella,,,,1950,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Foxella,,hoogstraali,,species,,"traub, 1950",,ICZN,accepted,,,Foxella hoogstraali
"Lewis, CoL, FMNH, GBIF, NMNH",1324,,,,,,,,"Foxella ignota (Baker, 1895)",,Foxella,,,,1895,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Foxella,,ignota,,species,,"(Baker, 1895)",,ICZN,accepted,,,Foxella ignota
Lewis,1322,,1324,,,,,,"Foxella ignotus acutus Stewart, 1940",Foxella ignota,Foxella ignotus,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Foxella,,ignotus,acutus,subspecies,,"Stewart, 1940",,ICZN,synonym,,,Foxella ignotus acutus
"Lewis, CoL, GBIF",1325,,1326,,,,,,"Foxella macgregori Barrera, 1953",Foxella mexicana,Foxella,,,,1953,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Foxella,,macgregori,,species,,"Barrera, 1953",,ICZN,synonym,,,Foxella macgregori
"Lewis, CoL, GBIF, NMNH",1326,,,,,,,,"Foxella mexicana I. Fox, 1939",,Foxella,,,,1939,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Foxella,,mexicana,,species,,"I. Fox, 1939",,ICZN,accepted,,,Foxella mexicana
"Lewis, CoL, FMNH, GBIF, NMNH",3571,,,,,,,,"Foxella Wagner, 1929",,Dactylopsyllinae,,,,1929,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Foxella,,,,genus,,"Wagner, 1929",,ICZN,accepted,,,Foxella
"Lewis, GBIF",1103,,3548,,,,,,"Foxelloides Hubbard, 1943",Dactylopsylla,Dactylopsyllinae,,,,1943,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Foxelloides,,,,genus,,"Hubbard, 1943",,ICZN,synonym,,,Foxelloides
"Lewis, CoL, GBIF",3054,,,,,,,,"Spicata bottaceps (Hubbard, 1943)",,Spicata,,,,1943,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Spicata,,bottaceps,,species,,"(Hubbard, 1943)",,ICZN,accepted,,,Spicata bottaceps
"Lewis, CoL, FMNH, GBIF, NMNH",3055,,,,,,,,"Spicata comis (Jordan, 1929)",,Spicata,,,,1929,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Spicata,,comis,,species,,"(Jordan, 1929)",,ICZN,accepted,,,Spicata comis
"Lewis, CoL, FMNH, GBIF, NMNH",3056,,,,,,,,"Spicata monticola (Prince, 1945)",,Spicata,,,,1945,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Spicata,,monticola,,species,,"(Prince, 1945)",,ICZN,accepted,,,Spicata monticola
"Lewis, CoL, GBIF",3057,,,,,,,,"Spicata nuditenacula (Prince, 1945)",,Spicata,,,,1945,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Spicata,,nuditenacula,,species,,"(Prince, 1945)",,ICZN,accepted,,,Spicata nuditenacula
"Lewis, CoL, GBIF",3058,,,,,,,,"Spicata pacifica (Hubbard, 1943)",,Spicata,,,,1943,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Spicata,,pacifica,,species,,"(Hubbard, 1943)",,ICZN,accepted,,,Spicata pacifica
"Lewis, CoL, GBIF",3059,,,,,,,,"Spicata rara (I. Fox, 1940)",,Spicata,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Spicata,,rara,,species,,"(I. Fox, 1940)",,ICZN,accepted,,,Spicata rara
"Lewis, CoL, GBIF",3697,,,,,,,,"Spicata I. Fox, 1940",,Dactylopsyllinae,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Spicata,,,,genus,,"I. Fox, 1940",,ICZN,accepted,,,Spicata
Lewis,1323,,1324,,,,,,"Typhlopsylla americanus Baker, 1895",Foxella ignota,Typhlopsylla,,,,1895,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,Typhlopsylla,,americanus,,species,,"Baker, 1895",,ICZN,synonym,,,Typhlopsylla americanus
Lewis,3782,,,,,,,,Dactylopsyllinae,,Ceratophyllidae,,,,,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,Dactylopsyllinae,,,,,,,subfamily,,,,ICZN,accepted,,,Dactylopsyllinae
Lewis,3478,,8846,,,,,,"Amalaraeus fossoris Sutemin, 1969",Ceratophyllidae,Amalaraeus,,,,1969,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,,,,Amalaraeus,,fossoris,,species,,"Sutemin, 1969",,ICZN,synonym,,nomina ex phantasia,Amalaraeus fossoris
Lewis,3479,,8846,,,,,,"Amalaraeus sugitanii Sutemin, 1969",Ceratophyllidae,Amalaraeus,,,,1969,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,,,,Amalaraeus,,sugitanii,,species,,"Sutemin, 1969",,ICZN,synonym,,nomina ex phantasia,Amalaraeus sugitanii
"Lewis, CoL, GBIF",8846,,,,,,,,"Ceratophyllidae Dampf, 1908",,Siphonaptera,,,https://www.gbif.org/species/8846,,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Ceratophyllidae,,,,,,,,family,,"Dampf, 1908",,ICZN,accepted,,,Ceratophyllidae
"Lewis, CoL, GBIF",551,,,,,,,,"Chiastopsylla aethiopica Beaucournu & Morel, 1992",,Chiastopsylla,,,,1992,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,aethiopica,,species,,"Beaucournu & Morel, 1992",,ICZN,accepted,,,Chiastopsylla aethiopica
"Lewis, CoL, GBIF",571,,573,,,,,,"Chiastopsylla caffrarica DeMeillon, 1940",Chiastopsylla rossi,Chiastopsylla,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,caffrarica,,species,,1940,,ICZN,synonym,,,Chiastopsylla caffrarica
"Lewis, CoL, GBIF",552,,,,,,,,"Chiastopsylla capensis DeMeillon, 1947",,Chiastopsylla,,,,1947,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,capensis,,species,,"DeMeillon, 1947",,ICZN,accepted,,,Chiastopsylla capensis
"Lewis, CoL, GBIF, NMNH",553,,,,,,,,"Chiastopsylla carus DeMeillon & Hardy, 1953",,Chiastopsylla,,,,1953,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,carus,,species,,"DeMeillon & Hardy, 1953",,ICZN,accepted,,,Chiastopsylla carus
"Lewis, CoL, GBIF, NMNH",554,,,,,,,,"Chiastopsylla coraxis DeMeillon, 1942",,Chiastopsylla,,,,1942,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,coraxis,,species,,"DeMeillon, 1942",,ICZN,accepted,,,Chiastopsylla coraxis
"Lewis, CoL, GBIF",556,,557,,,,,,"Chiastopsylla couchae DeMeillon, 1940",Chiastopsylla godfreyi,Chiastopsylla,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,couchae,,species,,1940,,ICZN,synonym,,,Chiastopsylla couchae
"Lewis, CoL, GBIF",572,,573,,,,,,"Chiastopsylla crassus DeMeillon, 1940",Chiastopsylla rossi,Chiastopsylla,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,crassus,,species,,1940,,ICZN,synonym,,,Chiastopsylla crassus
"Lewis, CoL, GBIF, NMNH",555,,,,,,,,"Chiastopsylla gariepensis DeMeillon & Hardy, 1953",,Chiastopsylla,,,,1953,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,gariepensis,,species,,"DeMeillon & Hardy, 1953",,ICZN,accepted,,,Chiastopsylla gariepensis
"Lewis, CoL, GBIF, NMNH",557,,,,,,,,"Chiastopsylla godfreyi Waterston, 1913",,Chiastopsylla,,,,1913,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,godfreyi,,species,,"Waterston, 1913",,ICZN,accepted,,,Chiastopsylla godfreyi
"Lewis, CoL, GBIF",558,,,,,,,,"Chiastopsylla monticola DeMeillon & Hardy, 1954",,Chiastopsylla,,,,1954,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,monticola,,species,,"DeMeillon & Hardy, 1954",,ICZN,accepted,,,Chiastopsylla monticola
"Lewis, CoL, GBIF",559,,,,,,,,"Chiastopsylla mulleri longisetis Ingram, 1927",,Chiastopsylla mulleri,,,,1927,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,mulleri,longisetis,subspecies,,"Ingram, 1927",,ICZN,accepted,,,Chiastopsylla mulleri longisetis
"Lewis, CoL, GBIF, NMNH",560,,,,,,,,"Chiastopsylla mulleri mulleri Ingram, 1927",,Chiastopsylla mulleri,,,,1927,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,mulleri,mulleri,subspecies,,"Ingram, 1927",,ICZN,accepted,,,Chiastopsylla mulleri mulleri
"Lewis, CoL, GBIF, NMNH",561,,,,,,,,"Chiastopsylla mulleri simplex Haeselbarth, 1965",,Chiastopsylla mulleri,,,,1965,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,mulleri,simplex,subspecies,,"Haeselbarth, 1965",,ICZN,accepted,,,Chiastopsylla mulleri simplex
"Lewis, CoL, GBIF, NMNH",562,,,,,,,,"Chiastopsylla nama DeMeillon & Hardy, 1951",,Chiastopsylla,,,,1951,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,nama,,species,,"DeMeillon & Hardy, 1951",,ICZN,accepted,,,Chiastopsylla nama
Lewis,563,,564,,,,,,"Chiastopsylla numae klaveriana DeMeillon, 1940",Chiastopsylla numae,Chiastopsylla numae,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,numae,klaveriana,subspecies,,1940,,ICZN,synonym,,,Chiastopsylla numae klaveriana
"Lewis, CoL, GBIF, NMNH",564,,,,,,,,"Chiastopsylla numae (Rothschild, 1904)",,Chiastopsylla,,,,1904,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,numae,,species,,"(Rothschild, 1904)",,ICZN,accepted,,,Chiastopsylla numae
"Lewis, CoL, GBIF, NMNH",565,,566,,,,,,"Chiastopsylla octavii caledonia DeMeillon, 1940",Chiastopsylla octavii,Chiastopsylla octavii,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,octavii,caledonia,subspecies,,1940,,ICZN,synonym,,,Chiastopsylla octavii caledonia
"Lewis, CoL, GBIF",566,,,,,,,,"Chiastopsylla octavii (Rothschild, 1904)",,Chiastopsylla,,,,1904,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,octavii,,species,,"(Rothschild, 1904)",,ICZN,accepted,,,Chiastopsylla octavii
"Lewis, CoL, GBIF",567,,,,,,,,"Chiastopsylla petroma Hastriter, 2001",,Chiastopsylla,,,,2001,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,petroma,,species,,"Hastriter, 2001",,ICZN,accepted,,,Chiastopsylla petroma
"Lewis, CoL, GBIF, NMNH",568,,,,,,,,"Chiastopsylla pitchfordi Ingram, 1927",,Chiastopsylla,,,,1927,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,pitchfordi,,species,,"Ingram, 1927",,ICZN,accepted,,,Chiastopsylla pitchfordi
"Lewis, CoL, GBIF, NMNH",569,,,,,,,,"Chiastopsylla quadrisetis DeMeillon, 1930",,Chiastopsylla,,,,1930,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,quadrisetis,,species,,"DeMeillon, 1930",,ICZN,accepted,,,Chiastopsylla quadrisetis
"Lewis, CoL, GBIF",570,,,,,,,,"Chiastopsylla roseinnesi DeMeillon & Hardy, 1954",,Chiastopsylla,,,,1954,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,roseinnesi,,species,,"DeMeillon & Hardy, 1954",,ICZN,accepted,,,Chiastopsylla roseinnesi
"Lewis, CoL, GBIF, NMNH",573,,,,,,,,"Chiastopsylla rossi (Waterston, 1909)",,Chiastopsylla,,,,1909,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,rossi,,species,,"(Waterston, 1909)",,ICZN,accepted,,,Chiastopsylla rossi
"Lewis, CoL, GBIF",574,,,,,,,,"Chiastopsylla tetratricha Hastriter, 1998",,Chiastopsylla,,,,1998,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,tetratricha,,species,,"Hastriter, 1998",,ICZN,accepted,,,Chiastopsylla tetratricha
"Lewis, CoL, GBIF, NMNH",3525,,,,,,,,"Chiastopsylla Rothschild,, 1910",,Chiastopsyllinae,,,,1910,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Chiastopsylla,,,,genus,,"Rothschild,, 1910",,ICZN,accepted,,,Chiastopsylla
"Lewis, CoL, GBIF",686,,,,,,,,"Cryptopsylla ingrami DeMeillon, 1938",,Cryptopsylla,,,,1938,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Cryptopsylla,,ingrami,,species,,"DeMeillon, 1938",,ICZN,accepted,,,Cryptopsylla ingrami
"Lewis, CoL, GBIF",3542,,,,,,,,"Cryptopsylla DeMeillon, 1949",,Chiastopsyllinae,,,,1949,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Cryptopsylla,,,,genus,,"DeMeillon, 1949",,ICZN,accepted,,,Cryptopsylla
"Lewis, NMNH",2852,,,,,,,,"Praopsylla powelli Ingram, 1927",,Praopsylla,,,,1927,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Praopsylla,,powelli,,species,,"Ingram, 1927",,ICZN,accepted,,,Praopsylla powelli
"Lewis, GBIF, NMNH",3673,,,,,,,,"Praopsylla Ingram, 1927",,Chiastopsyllinae,,,,1927,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,Praopsylla,,,,genus,,"Ingram, 1927",,ICZN,accepted,,,Praopsylla
Lewis,3777,,,,,,,,Chiastopsyllinae,,Chimaeropsyllidae,,,,,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chiastopsyllinae,,,,,,,subfamily,,,,ICZN,accepted,,,Chiastopsyllinae
"Lewis, CoL, GBIF, NMNH",577,,,,,,,,"Chimaeropsylla haddowi Smit, 1952",,Chimaeropsylla,,,,1952,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Chimaeropsylla,,haddowi,,species,,"Smit, 1952",,ICZN,accepted,,,Chimaeropsylla haddowi
"Lewis, CoL, GBIF, NMNH",578,,,,,,,,"Chimaeropsylla potis potis Rothschild, 1911",,Chimaeropsylla potis,,,,1911,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Chimaeropsylla,,potis,potis,subspecies,,"Rothschild, 1911",,ICZN,accepted,,,Chimaeropsylla potis potis
"Lewis, CoL, GBIF",579,,,,,,,,"Chimaeropsylla potis stuhlmanni Jordan, 1943",,Chimaeropsylla potis,,,,1943,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Chimaeropsylla,,potis,stuhlmanni,subspecies,,"Jordan, 1943",,ICZN,accepted,,,Chimaeropsylla potis stuhlmanni
"Lewis, CoL, GBIF",3527,,,,,,,,"Chimaeropsylla Rothschild, 1911",,Chimaeropsyllinae,,,,1911,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Chimaeropsylla,,,,genus,,"Rothschild, 1911",,ICZN,accepted,,,Chimaeropsylla
"Lewis, CoL, GBIF, NMNH",1487,,,,,,,,"Hypsophthalmus baxteri Hastriter, 2001",,Hypsophthalmus,,,,2001,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Hypsophthalmus,,baxteri,,species,,"Hastriter, 2001",,ICZN,accepted,,,Hypsophthalmus baxteri
"Lewis, CoL, GBIF, NMNH",1488,,,,,,,,"Hypsophthalmus campestris Jordan & Rothschild, 1913",,Hypsophthalmus,,,,1913,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Hypsophthalmus,,campestris,,species,,"Jordan & Rothschild, 1913",,ICZN,accepted,,,Hypsophthalmus campestris
"Lewis, CoL, GBIF",1489,,,,,,,,"Hypsophthalmus montivagans DeMeillon & Hardy, 1954",,Hypsophthalmus,,,,1954,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Hypsophthalmus,,montivagans,,species,,"DeMeillon & Hardy, 1954",,ICZN,accepted,,,Hypsophthalmus montivagans
"Lewis, CoL, GBIF, NMNH",1490,,,,,,,,"Hypsophthalmus temporis Demeillon, 1940",,Hypsophthalmus,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Hypsophthalmus,,temporis,,species,,"Demeillon, 1940",,ICZN,accepted,,,Hypsophthalmus temporis
"Lewis, CoL, GBIF",3588,,,,,,,,"Hypsophthalmus Jordan & Rothschild, 1913",,Chimaeropsyllinae,,,,1913,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,Hypsophthalmus,,,,genus,,"Jordan & Rothschild, 1913",,ICZN,accepted,,,Hypsophthalmus
Lewis,3778,,,,,,,,Chimaeropsyllinae,,Chimaeropsyllidae,,,,,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Chimaeropsyllinae,,,,,,,subfamily,,,,ICZN,accepted,,,Chimaeropsyllinae
"Lewis, NMNH",1148,,,,,,,,"Demeillonia granti (Rothschild, 1904)",,Demeillonia,,,,1904,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Epirimiinae,,,Demeillonia,,granti,,species,,"(Rothschild, 1904)",,ICZN,accepted,,,Demeillonia granti
Lewis,1149,,,,,,,,"Demeillonia miriamae Hopkins & DeMeillon, 1964",,Demeillonia,,,,1964,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Epirimiinae,,,Demeillonia,,miriamae,,species,,"Hopkins & DeMeillon, 1964",,ICZN,accepted,,,Demeillonia miriamae
"Lewis, GBIF, NMNH",3554,,,,,,,,"Demeillonia Hopkins & Rothschild, 1956",,Epirimiinae,,,,1956,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Epirimiinae,,,Demeillonia,,,,genus,,"Hopkins & Rothschild, 1956",,ICZN,accepted,,,Demeillonia
"Lewis, CoL, GBIF, NMNH",1282,,,,,,,,"Epirimia aganippes (Rothschild, 1904)",,Epirimia,,,,1904,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Epirimiinae,,,Epirimia,,aganippes,,species,,"(Rothschild, 1904)",,ICZN,accepted,,,Epirimia aganippes
"Lewis, CoL, GBIF, NMNH",3564,,,,,,,,"Epirimia DeMeillon, 1940",,Epirimiinae,,,,1940,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Epirimiinae,,,Epirimia,,,,genus,,"DeMeillon, 1940",,ICZN,accepted,,,Epirimia
"Lewis, CoL, GBIF, NMNH",1757,,,,,,,,"Macroscelidopsylla albertyni DeMeillon & Marcus, 1958",,Macroscelidopsylla,,,,1958,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Epirimiinae,,,Macroscelidopsylla,,albertyni,,species,,"DeMeillon & Marcus, 1958",,ICZN,accepted,,,Macroscelidopsylla albertyni
"Lewis, CoL, GBIF",3606,,,,,,,,"Macroscelidopsylla DeMeillon & Marcus, 1958",,Epirimiinae,,,,1958,,Animalia,Arthropoda,Insecta,,,Siphonaptera,,,,,,Chimaeropsyllidae,Epirimiinae,,,Macroscelidopsylla,,,,genus,,"DeMeillon & Marcus, 1958",,ICZN,accepted,,,Macroscelidopsylla
