source,kingdom,family,taxonRank,scientificNameAuthorship,vernacularName,canonicalName,acceptedTaxon,parentTaxon
Lewis,Animalia,Chimaeropsyllidae,Subspecies,1940,,Chiastopsylla numae klaveriana,Chiastopsylla numae,Chiastopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"(Rothschild, 1904)",,Chiastopsylla numae,Chiastopsylla numae,Chiastopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Subspecies,1940,,Chiastopsylla octavii caledonia,Chiastopsylla octavii,Chiastopsylla
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Species,"(Rothschild, 1904)",,Chiastopsylla octavii,Chiastopsylla octavii,Chiastopsylla
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Species,"Hastriter, 2001",,Chiastopsylla petroma,Chiastopsylla petroma,Chiastopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"Ingram, 1927",,Chiastopsylla pitchfordi,Chiastopsylla pitchfordi,Chiastopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"DeMeillon, 1930",,Chiastopsylla quadrisetis,Chiastopsylla quadrisetis,Chiastopsylla
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Species,"DeMeillon & Hardy, 1954",,Chiastopsylla roseinnesi,Chiastopsylla roseinnesi,Chiastopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"(Waterston, 1909)",,Chiastopsylla rossi,Chiastopsylla rossi,Chiastopsylla
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Species,"Hastriter, 1998",,Chiastopsylla tetratricha,Chiastopsylla tetratricha,Chiastopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Genus,"Rothschild,, 1910",,Chiastopsylla,Chiastopsylla,Chiastopsyllinae
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Species,"DeMeillon, 1938",,Cryptopsylla ingrami,Cryptopsylla ingrami,Cryptopsylla
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Genus,"DeMeillon, 1949",,Cryptopsylla,Cryptopsylla,Chiastopsyllinae
"Lewis, NMNH",Animalia,Chimaeropsyllidae,Species,"Ingram, 1927",,Praopsylla powelli,Praopsylla powelli,Praopsylla
"Lewis, GBIF, NMNH",Animalia,Chimaeropsyllidae,Genus,"Ingram, 1927",,Praopsylla,Praopsylla,Chiastopsyllinae
Lewis,Animalia,Chimaeropsyllidae,Subfamily,,,Chiastopsyllinae,Chiastopsyllinae,Chimaeropsyllidae
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"Smit, 1952",,Chimaeropsylla haddowi,Chimaeropsylla haddowi,Chimaeropsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Subspecies,"Rothschild, 1911",,Chimaeropsylla potis potis,Chimaeropsylla potis potis,Chimaeropsylla
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Subspecies,"Jordan, 1943",,Chimaeropsylla potis stuhlmanni,Chimaeropsylla potis stuhlmanni,Chimaeropsylla
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Genus,"Rothschild, 1911",,Chimaeropsylla,Chimaeropsylla,Chimaeropsyllinae
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"Hastriter, 2001",,Hypsophthalmus baxteri,Hypsophthalmus baxteri,Hypsophthalmus
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"Jordan & Rothschild, 1913",,Hypsophthalmus campestris,Hypsophthalmus campestris,Hypsophthalmus
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Species,"DeMeillon & Hardy, 1954",,Hypsophthalmus montivagans,Hypsophthalmus montivagans,Hypsophthalmus
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"Demeillon, 1940",,Hypsophthalmus temporis,Hypsophthalmus temporis,Hypsophthalmus
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Genus,"Jordan & Rothschild, 1913",,Hypsophthalmus,Hypsophthalmus,Chimaeropsyllinae
Lewis,Animalia,Chimaeropsyllidae,Subfamily,,,Chimaeropsyllinae,Chimaeropsyllinae,Chimaeropsyllidae
"Lewis, NMNH",Animalia,Chimaeropsyllidae,Species,"(Rothschild, 1904)",,Demeillonia granti,Demeillonia granti,Demeillonia
Lewis,Animalia,Chimaeropsyllidae,Species,"Hopkins & DeMeillon, 1964",,Demeillonia miriamae,Demeillonia miriamae,Demeillonia
"Lewis, GBIF, NMNH",Animalia,Chimaeropsyllidae,Genus,"Hopkins & Rothschild, 1956",,Demeillonia,Demeillonia,Epirimiinae
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"(Rothschild, 1904)",,Epirimia aganippes,Epirimia aganippes,Epirimia
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Genus,"DeMeillon, 1940",,Epirimia,Epirimia,Epirimiinae
"Lewis, CoL, GBIF, NMNH",Animalia,Chimaeropsyllidae,Species,"DeMeillon & Marcus, 1958",,Macroscelidopsylla albertyni,Macroscelidopsylla albertyni,Macroscelidopsylla
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Genus,"DeMeillon & Marcus, 1958",,Macroscelidopsylla,Macroscelidopsylla,Epirimiinae
Lewis,Animalia,Chimaeropsyllidae,Subfamily,,,Epirimiinae,Epirimiinae,Chimaeropsyllidae
"Lewis, CoL, GBIF",Animalia,Chimaeropsyllidae,Family,,,Chimaeropsyllidae,Chimaeropsyllidae,Siphonaptera
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Lewis, 1973",,Coptopsylla afghana,Coptopsylla afghana,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Wagner, 1932",,Coptopsylla africana,Coptopsylla africana,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Isayeva-Gurvich, 1950",,Coptopsylla arax,Coptopsylla arax,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Wagner, 1928",,Coptopsylla bairamaliensis,Coptopsylla bairamaliensis,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Lewis, 1973",,Coptopsylla barbarae,Coptopsylla barbarae,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Ioff, 1946",,Coptopsylla bondari,Coptopsylla bondari,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Isayeva-Gurvich, 1950",,Coptopsylla caucasica,Coptopsylla caucasica,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Farhang-Azad, 1966",,Coptopsylla iranica,Coptopsylla iranica,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Lewis, 1973",,Coptopsylla janiceae,Coptopsylla janiceae,Coptopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Coptopsyllidae,Species,"Lewis, 1964",,Coptopsylla joannae,Coptopsylla africana,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Jordan & Rothschild, 1915",,Coptopsylla lamellifer ardua,Coptopsylla lamellifer ardua,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Ioff, 1950",,Coptopsylla lamellifer dubinini,Coptopsylla lamellifer dubinini,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Ioff & Tiflov, 1934",,Coptopsylla lamellifer fallax,Coptopsylla lamellifer ardua,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Darskaya, 1988",,Coptopsylla lamellifer formozovi,Coptopsylla lamellifer formozovi,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Ioff & Tiflov, 1934",,Coptopsylla lamellifer immanubriata,Coptopsylla lamellifer rostrata,Coptopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Coptopsyllidae,Subspecies,"(Wagner, 1895)",,Coptopsylla lamellifer lamellifer,Coptopsylla lamellifer lamellifer,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Ioff & Tiflov, 1934",,Coptopsylla lamellifer rostrata,Coptopsylla lamellifer rostrata,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Yu, Ye & Cao, 1990",,Coptopsylla lamellifer tarimensis,Coptopsylla lamellifer tarimensis,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Yu, Liao & Ye, 1999",,Coptopsylla lamellifer tilufanensis,Coptopsylla lamellifer tilufanensis,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Ioff, 1950",,Coptopsylla macrophthalma,Coptopsylla macrophthalma,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Farhang-Azad, 1966",,Coptopsylla mesghalii,Coptopsylla mesghalii,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Farhang-Azad, 1966",,Coptopsylla mofidii,Coptopsylla mofidii,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Farhang-Azad, 1972",,Coptopsylla neronovi,Coptopsylla neronovi,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Argyropulo, 1946",,Coptopsylla olgae olgae,Coptopsylla olgae olgae,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Subspecies,"Labunets & Kafarskaya, 1961",,Coptopsylla olgae wachschi,Coptopsylla olgae wachschi,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Species,"Hubbard, 1956",,Coptopsylla smiti,Coptopsylla smiti,Coptopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Coptopsyllidae,Species,"Ioff, 1946",,Coptopsylla trigona,Coptopsylla trigona,Coptopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Coptopsyllidae,Species,"(Wagner, 1932)",,Coptopsylla wassiliewi,Coptopsylla wassiliewi,Coptopsylla
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Genus,"Jordan & Rothschild, 1908",,Coptopsylla,Coptopsylla,Coptopsyllidae
Lewis,Animalia,Coptopsyllidae,Genus,"Ioff, 1953",,Macocoptopsylla,Coptopsylla,Coptopsyllidae
"Lewis, GBIF",Animalia,Coptopsyllidae,Genus,"Wagner, 1932",,Neocoptopsylla,Coptopsylla,Coptopsyllidae
Lewis,Animalia,Coptopsyllidae,Species,"Wagner, 1895",,Pulex lamellifer,Coptopsylla lamellifer lamellifer,Pulex
"Lewis, CoL, GBIF",Animalia,Coptopsyllidae,Family,,,Coptopsyllidae,Coptopsyllidae,Siphonaptera
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Wagner, 1936",,Anomiopsyllus amphibolus,Anomiopsyllus amphibolus,Anomiopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Baker, 1904",,Anomiopsyllus californicus,Anomiopsyllus nudatus nudatus,Anomiopsyllus
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Holland, 1965",,Anomiopsyllus durangoensis,Anomiopsyllus durangoensis,Anomiopsyllus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"Stewart, 1940",,Anomiopsyllus falsicalifornicus congruens,Anomiopsyllus falsicalifornicus congruens,Anomiopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"C. Fox, 1929",,Anomiopsyllus falsicalifornicus falsicalifornicus,Anomiopsyllus falsicalifornicus falsicalifornicus,Anomiopsyllus
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Holland, 1965",,Anomiopsyllus martini,Anomiopsyllus martini,Anomiopsyllus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Collins, 1936",,Anomiopsyllus montanus,Anomiopsyllus montanus,Anomiopsyllus
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Tipton & Mendez, 1968",,Anomiopsyllus nidiophilus,Anomiopsyllus nidiophilus,Anomiopsyllus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Williams & Hoff, 1951",,Anomiopsyllus novomexicanensis,Anomiopsyllus novomexicanensis,Anomiopsyllus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"Eads & Menzies, 1948",,Anomiopsyllus nudatus hiemalis,Anomiopsyllus nudatus hiemalis,Anomiopsyllus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"Holland, 1965",,Anomiopsyllus nudatus mexicanus,Anomiopsyllus nudatus mexicanus,Anomiopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"(Baker, 1898)",,Anomiopsyllus nudatus nudatus,Anomiopsyllus nudatus nudatus,Anomiopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Barnes, 1965",,Anomiopsyllus oaxacae,Anomiopsyllus oaxacae,Anomiopsyllus
Lewis,Animalia,Ctenophthalmidae,Species,"Acosta & Fernandez, 2009",,Anomiopsyllus perotensis,Anomiopsyllus perotensis,Anomiopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Barnes, 1965",,Anomiopsyllus princei,Anomiopsyllus martini,Anomiopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Holland, 1965",,Anomiopsyllus sinuatus,Anomiopsyllus sinuatus,Anomiopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Barrera, 1951",,Anomiopsyllus traubi,Anomiopsyllus traubi,Anomiopsyllus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Barnes, 1965",,Anomiopsyllus walkeri,Anomiopsyllus walkeri,Anomiopsyllus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Genus,"Baker, 1904",,Anomiopsyllus,Anomiopsyllus,Anomiopsyllinae
Lewis,Animalia,Ctenophthalmidae,Species,"Holland, 1949",,Callistopsyllus campestris,Callistopsyllus terinus terinus,Callistopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wagner, 1940",,Callistopsyllus paraterinus,Callistopsyllus terinus terinus,Callistopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Holland, 1949",,Callistopsyllus terinus campestris,Callistopsyllus terinus campestris,Callistopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Jordan, 1937",,Callistopsyllus terinus deuterus,Callistopsyllus terinus deuterus,Callistopsyllus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"(Rothschild, 1905)",,Callistopsyllus terinus terinus,Callistopsyllus terinus terinus,Callistopsyllus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Jordan & Rothschild, 1915",,Callistopsyllus,Callistopsyllus,Anomiopsyllinae
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jellison, 1945",,Conorhinopsylla nidicola,Conorhinopsylla nidicola,Conorhinopsylla
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Stewart, 1930",,Conorhinopsylla stanfordi,Conorhinopsylla stanfordi,Conorhinopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Stewart, 1930",,Conorhinopsylla,Conorhinopsylla,Anomiopsyllinae
Lewis,Animalia,Ctenophthalmidae,Species,"Augustson, 1942",,Delotelis mohavensis,Stenistomera alpina,Delotelis
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Argyropulo, 1946",,Eopsylla nuda,Eopsylla nuda,Eopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Argyropulo, 1946",,Eopsylla,Eopsylla,Anomiopsyllinae
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Traub & Tipton, 1951",,Jordanopsylla allredi,Jordanopsylla allredi,Jordanopsylla
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Hastriter, 2000",,Jordanopsylla becki,Jordanopsylla becki,Jordanopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Traub & Tipton, 1951",,Jordanopsylla,Jordanopsylla,Anomiopsyllinae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Tipton & Allred, 1952",,Megarthroglossus becki,Megarthroglossus becki,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jordan & Rothschild, 1915",,Megarthroglossus bisetis,Megarthroglossus bisetis,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Mendez & Haas, 1972",,Megarthroglossus cavernicolus,Megarthroglossus cavernicolus,Megarthroglossus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Hubbard, 1947",,Megarthroglossus divisus wallowensis,Megarthroglossus divisus,Megarthroglossus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"(Baker, 1898)",,Megarthroglossus divisus,Megarthroglossus divisus,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Smit, 1953",,Megarthroglossus jamesoni,Megarthroglossus jamesoni,Megarthroglossus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Wagner, 1936",,Megarthroglossus longispinus exsecatus,Megarthroglossus divisus,Megarthroglossus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Augustson, 19537",,Megarthroglossus muiri,Megarthroglossus procus,Megarthroglossus
Lewis,Animalia,Ctenophthalmidae,Subspecies,"Hubbard, 194",,Megarthroglossus procus oregonensis,Megarthroglossus procus,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jordan & Rothschild, 1915",,Megarthroglossus procus,Megarthroglossus procus,Megarthroglossus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wagner, 1936",,Megarthroglossus pygmaeus,Megarthroglossus spenceri,Megarthroglossus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jordan & Rothschild, 1915",,Megarthroglossus sicamus,Megarthroglossus sicamus,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Augustson, 1953",,Megarthroglossus sierrae,Megarthroglossus sierrae,Megarthroglossus
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wagner, 1936",,Megarthroglossus similis,Megarthroglossus procus,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Mendez, 1956",,Megarthroglossus smiti,Megarthroglossus smiti,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Wagner, 1936",,Megarthroglossus spenceri,Megarthroglossus spenceri,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Eads & Campos, 1977",,Megarthroglossus weaveri,Megarthroglossus weaveri,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Mendez & Haas, 1973",,Megarthroglossus wilsoni,Megarthroglossus wilsoni,Megarthroglossus
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Genus,"Jordan & Rothschild, 1915",,Megarthroglossus,Megarthroglossus,Anomiopsyllinae
Lewis,Animalia,Ctenophthalmidae,Species,"Baker, 1895",,Pulex longispinus,Megarthroglossus divisus,Pulex
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Baker, 1895)",,Stenistomera alpina,Stenistomera alpina,Stenistomera
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Egoscue, 1968",,Stenistomera hubbardi,Stenistomera hubbardi,Stenistomera
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Good, 1942",,Stenistomera macrodactyla,Stenistomera macrodactyla,Stenistomera
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Genus,"Rothschild, 1915",,Stenistomera,Stenistomera,Anomiopsyllinae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Scalon, 1953",,Wagnerina antiqua,Wagnerina antiqua,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wu, Zhao & Li, 1994",,Wagnerina changi,Wagnerina changi,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Yu, 1987",,Wagnerina liui,Wagnerina liui,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Scalon, 1953",,Wagnerina longicauda,Wagnerina longicauda,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Ioff & Argyropulo, 1934",,Wagnerina schelkovnikovi,Wagnerina schelkovnikovi,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wu, Chen & Zhai, 1983",,Wagnerina sichuanna,Wagnerina sichuanna,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Cai, Wu & Li, 1994",,Wagnerina subulispina,Wagnerina subulispina,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Mikulin, 1957",,Wagnerina tecta aemulans,Wagnerina tecta aemulans,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Ioff, 1949",,Wagnerina tecta biseta,Wagnerina tecta biseta,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Ioff, 1946",,Wagnerina tecta tecta,Wagnerina tecta tecta,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Ioff & Scalon, 1953",,Wagnerina tuvensis,Wagnerina tuvensis,Wagnerina
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Ioff & Argyropulo, 1934",,Wagnerina,Wagnerina,Anomiopsyllinae
Lewis,Animalia,Ctenophthalmidae,Subfamily,,,Anomiopsyllinae,Anomiopsyllinae,Ctenophthalmidae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Jordan & Rothschild, 1923",,Agastopsylla boxi boxi,Agastopsylla boxi boxi,Agastopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Beaucournu & Alcover, 1990",,Agastopsylla boxi gibbosa,Agastopsylla boxi gibbosa,Agastopsylla
Lewis,Animalia,Ctenophthalmidae,Species,"Beaucournu, Moreno & González-Acuña, 2011",,Agastopsylla guzmani,Agastopsylla guzmani,Agastopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Traub, 1952",,Agastopsylla hirsutior,Agastopsylla hirsutior,Agastopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Lewis, 1984",,Agastopsylla nylota euneomys,Agastopsylla nylota euneomys,Agastopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Traub, 1952",,Agastopsylla nylota nylota,Agastopsylla nylota nylota,Agastopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Traub, 1952",,Agastopsylla pearsoni,Agastopsylla pearsoni,Agastopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Jordan & Rothschild, 1923",,Agastopsylla,Agastopsylla,Ctenophthalminae
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"C. Fox, 1927",,Carteretta carteri,Carteretta carteri,Carteretta
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Good, 1942",,Carteretta clavata,Carteretta clavata,Carteretta
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"C. Fox, 1927",,Carteretta,Carteretta,Ctenophthalminae
