source,kingdom,family,taxonRank,scientificNameAuthorship,vernacularName,canonicalName,acceptedTaxon,parentTaxon
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"(Rothschild, 1897)",,Doratopsylla dasycnema dasycnema,Doratopsylla dasycnema dasycnema,Doratopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Beaucournu, 1975",,Doratopsylla dasycnema giloti,Doratopsylla dasycnema giloti,Doratopsylla
Lewis,Animalia,Ctenophthalmidae,Subspecies,"Rosicky, 1957",,Doratopsylla dasycnema tiflov,Doratopsylla dasycnema dasycnema,Doratopsylla
Lewis,Animalia,Ctenophthalmidae,Species,"Gong & Wu, 2007",,Doratopsylla dayaoensis,Doratopsylla dayaoensis,Doratopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Nordberg, 1935",,Doratopsylla fennica,Doratopsylla dasycnema dasycnema,Doratopsylla
Lewis,Animalia,Ctenophthalmidae,Species,"Liu, Wang & Yang, 1994",,Doratopsylla hubeiensis,Doratopsylla hubeiensis,Doratopsylla
Lewis,Animalia,Ctenophthalmidae,Species,"Hubbard, 1940",,Doratopsylla jellisoni,Corrodopsylla obtusata,Doratopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Xie & Shu, 1991",,Doratopsylla jii,Doratopsylla jii,Doratopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Xie & Shu, 1991",,Doratopsylla liui,Doratopsylla liui,Doratopsylla
"Lewis, GBIF",Animalia,Ctenophthalmidae,Species,"Kishida, 1932",,Doratopsylla ochotonae,Corrodopsylla birulai,Doratopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Traub & Evans, 1967",,Doratopsylla wissemani,Doratopsylla wissemani,Doratopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Genus,"Jordan & Rothschild, 1912",,Doratopsylla,Doratopsylla,Doratopsyllinae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Smit, 1957",,Idilla caelebs,Idilla caelebs,Idilla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Smit, 1957",,Idilla,Idilla,Doratopsyllinae
"Lewis, GBIF",Animalia,Ctenophthalmidae,Genus,"Pinto, 1930",,Spalacopsylla,Adoratopsylla,Doratopsyllinae
Lewis,Animalia,Ctenophthalmidae,Species,"Cunha, 1914",,Stenopsylla cruzi,Adoratopsylla intermedia intermedia,Stenopsylla
"Lewis, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Jordan, 1926",,Stenopsylla intermedia copha,Adoratopsylla intermedia copha,Stenopsylla
Lewis,Animalia,Ctenophthalmidae,Subspecies,"Jordan, 1926",,Sternopsylla intermedia oxyura,Adoratopsylla intermedia intermedia,Sternopsylla
"Lewis, GBIF",Animalia,Ctenophthalmidae,Subspecies,"(Jordan, 1926)",,Tritopsylla intermedia copha,Adoratopsylla intermedia copha,Tritopsylla
"Lewis, GBIF",Animalia,Ctenophthalmidae,Species,"Rothschild, 1897",,Typhlopsylla dasycnemus,Doratopsylla dasycnema dasycnema,Typhlopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wu, Guo & Liu, 1996",,Xenodaeria angustiproceria,Xenodaeria angustiproceria,Xenodaeria
Lewis,Animalia,Ctenophthalmidae,Species,"Li, Hsieh & Yang, 1978",,Xenodaeria bijiangensis,Xenodaeria telios,Xenodaeria
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wu, Guo & Liu, 1996",,Xenodaeria laxiproceria,Xenodaeria laxiproceria,Xenodaeria
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jordan, 1932",,Xenodaeria telios,Xenodaeria telios,Xenodaeria
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Jordan, 1932",,Xenodaeria,Xenodaeria,Doratopsyllinae
Lewis,Animalia,Ctenophthalmidae,Subfamily,,,Doratopsyllinae,Doratopsyllinae,Ctenophthalmidae
Lewis,Animalia,Ctenophthalmidae,Species,"Rothschild, 1908",,Ceratophyllus stygius,Listropsylla dolosa dolosa,Ceratophyllus
Lewis,Animalia,Ctenophthalmidae,Species,"Rothschild, 1905",,Ceratophyllus vicinus,Listropsylla agrippinae,Ceratophyllus
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Rothschild, 1904)",,Listropsylla agrippinae,Listropsylla agrippinae,Listropsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"DeMeillon, 1949",,Listropsylla aricinae,Listropsylla aricinae,Listropsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"Jordan, 1930",,Listropsylla cerrita cerrita,Listropsylla cerrita cerrita,Listropsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Haeselbarth, 1963",,Listropsylla cerrita juliae,Listropsylla cerrita juliae,Listropsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"Rothschild, 1913",,Listropsylla chelura chelura,Listropsylla chelura chelura,Listropsylla
Lewis,Animalia,Ctenophthalmidae,Subspecies,"Haeselbarth, 1963",,Listropsylla clelura alticola,Listropsylla clelura alticola,Listropsylla
Lewis,Animalia,Ctenophthalmidae,Subspecies,"Smit, 1960",,Listropsylla dolosa basilewskyi,Listropsylla dolosa basilewskyi,Listropsylla
Lewis,Animalia,Ctenophthalmidae,Subspecies,"Rothschild, 1907",,Listropsylla dolosa dolosa,Listropsylla dolosa dolosa,Listropsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Rothschild, 1904)",,Listropsylla dorippae,Listropsylla dorippae,Listropsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"DeMeillon, 1937",,Listropsylla fouriei,Listropsylla fouriei,Listropsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jordan, 1930",,Listropsylla prominens,Listropsylla prominens,Listropsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Genus,"Rothschild, 1907",,Listropsylla,Listropsylla,Listropsyllinae
Lewis,Animalia,Ctenophthalmidae,Subfamily,,,Listropsyllinae,Listropsyllinae,Ctenophthalmidae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Xie & Duan, 1990",,Liuopsylla clavula,Liuopsylla clavula,Liuopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Zhang, Wu & Liu, 1985",,Liuopsylla conica,Liuopsylla conica,Liuopsylla
Lewis,Animalia,Ctenophthalmidae,Species,"Bai, Ma & Lu, 2016",,Liuopsylla princeps,Liuopsylla princeps,Liuopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Beaucournu & Sountsov, 1998",,Liuopsylla simondi,Liuopsylla simondi,Liuopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Wu & Li, 1985",,Liuopsylla,Liuopsylla,Liuopsyllinae
Lewis,Animalia,Ctenophthalmidae,Subfamily,,,Liuopsyllinae,Liuopsyllinae,Ctenophthalmidae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Stewart, 1940",,Atheropsylla bakeri,Meringis cummingi,Atheropsylla
"Lewis, GBIF",Animalia,Ctenophthalmidae,Genus,"Stewart, 1940",,Atheropsylla,Meringis,Neopsyllinae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Holland, 1960",,Catallagia arizonae,Catallagia arizonae,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Ewing, 1929",,Catallagia borealis,Catallagia borealis,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Eads & Campos, 1979",,Catallagia calisheri,Catallagia calisheri,Catallagia
Lewis,Animalia,Ctenophthalmidae,Species,"Hubbard, 1940",,Catallagia chamberlini,Catallagia chamberlini,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Baker, 1898)",,Catallagia charlottensis,Catallagia charlottensis,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"Holland, 1951",,Catallagia dacenkoi fulleri,Catallagia dacenkoi,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Ioff, 1940",,Catallagia dacenkoi,Catallagia dacenkoi,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Rothschild, 1915",,Catallagia decipiens,Catallagia decipiens,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Lewis & Haas, 2001",,Catallagia duffneri,Catallagia duffneri,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Vovchinskaya, 1944",,Catallagia fetisovi,Catallagia fetisovi,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Scalon, 1950",,Catallagia ioffi,Catallagia ioffi,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Holland, 1954",,Catallagia jellisoni,Catallagia jellisoni,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Schwan & Nelson, 1983",,Catallagia luski,Catallagia luski,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jameson, 1950",,Catallagia mathesoni,Catallagia mathesoni,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jordan, 1937",,Catallagia moneris,Catallagia decipiens,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Hubbard, 1940",,Catallagia motei,Catallagia charlottensis,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Holland & Loshbaugh, 1958",,Catallagia neweyi,Catallagia neweyi,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jordan, 1929",,Catallagia onaga,Catallagia borealis,Catallagia
Lewis,Animalia,Ctenophthalmidae,Species,"Augustson, 1942",,Catallagia rutherford,Catallagia sculleni,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"Hubbard, 1940",,Catallagia sculleni chamberlini,Catallagia sculleni,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Hubbard, 1940",,Catallagia sculleni,Catallagia sculleni,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Scalon, 1950",,Catallagia striata,Catallagia striata,Catallagia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Augustson, 1941",,Catallagia vonbloekeri,Catallagia sculleni,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"C. Fox, 1909",,Catallagia wymani,Catallagia wymani,Catallagia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Genus,"Rothschild, 1915",,Catallagia,Catallagia,Neopsyllinae
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Smit, 1952",,Delotelis hollandi,Delotelis hollandi,Delotelis
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Rothschild, 1905)",,Delotelis telegoni,Delotelis telegoni,Delotelis
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Jordan, 1937",,Delotelis,Delotelis,Neopsyllinae
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"traub, 1957",,Epitedia cavernicola,Epitedia cavernicola,Epitedia
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Rothschild, 1915)",,Epitedia faceta,Epitedia faceta,Epitedia
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Hubbard, 1940",,Epitedia jordani,Epitedia scapani,Epitedia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jameson, 1946",,Epitedia neotomae,Epitedia neotomae,Epitedia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Wagner, 1936)",,Epitedia scapani,Epitedia scapani,Epitedia
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Traub, 1944",,Epitedia stanfordi,Epitedia stanfordi,Epitedia
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Hubbard, 1940",,Epitedia stewarti,Epitedia stewarti,Epitedia
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Rothschild, 1904)",,Epitedia wenmanni,Epitedia wenmanni,Epitedia
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Genus,"Jordan, 1938",,Epitedia,Epitedia,Neopsyllinae
Lewis,Animalia,Ctenophthalmidae,Species,"Traub, 1968",,Evansipsylla thysanota,Genoneopsylla thysanota,Evansipsylla
"Lewis, GBIF",Animalia,Ctenophthalmidae,Genus,"Traub, 1968",,Evansipsylla,Genoneopsylla,Neopsyllinae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wu, Wu & Tsai, 1980",,Genoneopsylla angustidigita,Genoneopsylla angustidigita,Genoneopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Liu, Chang & Liu, 1980",,Genoneopsylla bisinuata,Genoneopsylla bisinuata,Genoneopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Hsieh & Wu, 1980",,Genoneopsylla claviprocera,Genoneopsylla claviprocera,Genoneopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wu, Wu & Liu, 1980",,Genoneopsylla longisetosa,Genoneopsylla longisetosa,Genoneopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"(Traub, 1968)",,Genoneopsylla thysanota,Genoneopsylla thysanota,Genoneopsylla
Lewis,Animalia,Ctenophthalmidae,Species,"Wu, Ge & Lan, 2003",,Genoneopsylla zhiyingi,Genoneopsylla zhiyingi,Genoneopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Genus,"Wu, Wu & Liu, 1966",,Genoneopsylla,Genoneopsylla,Neopsyllinae
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Eads, 1960",,Meringis agilis,Meringis agilis,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Traub & Hoff, 1951",,Meringis altipecten,Meringis altipecten,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Jordan, 1929)",,Meringis arachis,Meringis arachis,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Eads & Menzies, 1949",,Meringis bilsingi,Meringis bilsingi,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Augustson, 1953",,Meringis californicus,Meringis californicus,Meringis
Lewis,Animalia,Ctenophthalmidae,Species,"Hubbard, 1954",,Meringis cochisei,Meringis arachis,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(C. Fox, 1926)",,Meringis cummingi,Meringis cummingi,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Augustson, 1953",,Meringis deserti,Meringis deserti,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Kohls, 1938",,Meringis dipodomys,Meringis dipodomys,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Eads, 1979",,Meringis disparalis,Meringis disparalis,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Eads, 1979",,Meringis facilis,Meringis facilis,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Kohls, 1938",,Meringis hubbardi,Meringis hubbardi,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Hubbard, 1943",,Meringis jamesoni,Meringis jamesoni,Meringis
Lewis,Animalia,Ctenophthalmidae,Species,"Hubbard, 1940",,Meringis jewetti,Meringis hubbardi,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Williams & Hoff, 1951",,Meringis nidi,Meringis nidi,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jordan, 1937",,Meringis parkeri,Meringis parkeri,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Morlan, 1953",,Meringis rectus,Meringis rectus,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Jordan, 1929)",,Meringis shannoni,Meringis shannoni,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Eads, 1960",,Meringis vitabilis,Meringis vitabilis,Meringis
Lewis,Animalia,Ctenophthalmidae,Species,"Hubbard, 1940",,Meringis walkeri,Meringis hubbardi,Meringis
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Genus,"Jordan, 1937",,Meringis,Meringis,Neopsyllinae
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Ioff, 1946",,Neopsylla abagaitui,Neopsylla abagaitui,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jordan & Rothschild, 1923",,Neopsylla acanthina,Neopsylla acanthina,Neopsylla
Lewis,Animalia,Ctenophthalmidae,Subspecies,"Xie & Li, 1986",,Neopsylla affinis deqingensis,Neopsylla affinis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Li & Hsieh, 1964",,Neopsylla affinis,Neopsylla affinis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jordan & Rothschild, 1911",,Neopsylla aliena,Neopsylla aliena,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wu, Wu & Liu, 1966",,Neopsylla angustimanubra,Neopsylla angustimanubra,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Rothschild, 1912",,Neopsylla anoma,Neopsylla anoma,Neopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jordan, 1931",,Neopsylla avida,Neopsylla avida,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Ioff, 1953",,Neopsylla bactriana,Neopsylla bactriana,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Beaucournu & Sountsov, 1997",,Neopsylla bana,Neopsylla bana,Neopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"(Wagner, 1893)",,Neopsylla bidentatiformis,Neopsylla bidentatiformis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Xie, Fang & Hu, 1991",,Neopsylla biseta bijiangensis,Neopsylla biseta bijiangensis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Li & Hsieh, 1964",,Neopsylla biseta biseta,Neopsylla biseta biseta,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Li, 1980",,Neopsylla biseta elesina,Neopsylla biseta elesina,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Li & Wei, 1977",,Neopsylla clavelia,Neopsylla clavelia,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jordan & Rothschild, 1911",,Neopsylla compar,Neopsylla compar,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jameson & Hsieh, 1971",,Neopsylla constricta,Neopsylla constricta,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Li, Wang & Wang, 1966",,Neopsylla convexa,Neopsylla abagaitui,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wagner, 1926",,Neopsylla democratica,Neopsylla democratica,Neopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"Jordan, 1932",,Neopsylla dispar dispar,Neopsylla dispar dispar,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Chao, 1947",,Neopsylla dispar fukienensis,Neopsylla dispar fukienensis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Li & Hsieh, 1980",,Neopsylla fimbriata,Neopsylla fimbriata,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Ioff, 1946",,Neopsylla galea,Neopsylla galea,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Smit & Rosicky, 1973",,Neopsylla heckeli,Neopsylla heckeli,Neopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Ioff & Sosnina, 1950",,Neopsylla hissarica,Neopsylla hissarica,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Li, Bai & Chen, 1986",,Neopsylla hongyangensis,Neopsylla hongyangensis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jordan, 1932",,Neopsylla honora,Neopsylla honora,Neopsylla
"Lewis, CoL, FMNH, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Rothschild, 1915",,Neopsylla inopina,Neopsylla inopina,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Kumada, 1958",,Neopsylla japonica,Neopsylla japonica,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Liao, 1974",,Neopsylla kweichowensis,Neopsylla kweichowensis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Li & Hsieh, 1977",,Neopsylla longisetosa,Neopsylla longisetosa,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Traub, 1954",,Neopsylla luma,Neopsylla luma,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wagner, 1927",,Neopsylla mana,Neopsylla mana,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Lewis, 1971",,Neopsylla mantissa,Neopsylla mantissa,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Lewis, 1971",,Neopsylla marleaneae,Neopsylla stevensi stevensi,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Li, 1980",,Neopsylla megaloba,Neopsylla megaloba,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Tiflov & Kolpakova, 1937",,Neopsylla meridiana,Neopsylla meridiana,Neopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Beaucournu & Durden, 1999",,Neopsylla musseri,Neopsylla musseri,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jameson & Hsieh, 1971",,Neopsylla mustelae,Neopsylla mustelae,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Jameson & Hsieh, 1971",,Neopsylla nebula,Neopsylla nebula,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Beaucournu & Sountsov, 1999",,Neopsylla ninae,Neopsylla ninae,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Lewis, 1971",,Neopsylla pagea,Neopsylla pagea,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Li, Wang & Wang, 1966",,Neopsylla paranoma,Neopsylla paranoma,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Ioff, 1946",,Neopsylla pleskei ariana,Neopsylla pleskei ariana,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Ioff & Argyropulo, 1934",,Neopsylla pleskei armeniaca,Neopsylla pleskei armeniaca,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Goncharov & Sadekova, 1966",,Neopsylla pleskei caucasica,Neopsylla pleskei caucasica,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Ioff & Argyropulo, 1934",,Neopsylla pleskei orientalis,Neopsylla pleskei orientalis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Ioff, 1928",,Neopsylla pleskei pleskei,Neopsylla pleskei pleskei,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Ioff & Argyropulo, 1934",,Neopsylla pleskei rossica,Neopsylla pleskei rossica,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Chen & Wei, 1978",,Neopsylla rhombosa,Neopsylla honora,Neopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jameson & Kumada, 1953",,Neopsylla sasai,Neopsylla sasai,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Kulkarni & Bhat, 1972",,Neopsylla secura kashmirensis,Neopsylla secura kashmirensis,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Rothschild, 1915",,Neopsylla secura secura,Neopsylla secura secura,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Smit, 1975",,Neopsylla secura separata,Neopsylla secura separata,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Wei & Chen, 1974",,Neopsylla sellaris,Neopsylla sellaris,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Ioff & Argyropulo, 1934",,Neopsylla setosa hajastanica,Neopsylla setosa spinea,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Rosicky, 1956",,Neopsylla setosa moravica,Tamiophila grandis,Neopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Subspecies,"(Wagner, 1898)",,Neopsylla setosa setosa,Neopsylla setosa setosa,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Subspecies,"Rothschild, 1915",,Neopsylla setosa spinea,Neopsylla setosa spinea,Neopsylla
"Lewis, CoL, GBIF",Animalia,Ctenophthalmidae,Species,"Ye & Yu, 1993",,Neopsylla siboi,Neopsylla siboi,Neopsylla
Lewis,Animalia,Ctenophthalmidae,Species,"Chapin, 1919",,Neopsylla siimilis,Epitedia wenmanni,Neopsylla
"Lewis, CoL, GBIF, NMNH",Animalia,Ctenophthalmidae,Species,"Jordan, 1931",,Neopsylla sondaica,Neopsylla sondaica,Neopsylla
