"class","subclass","superorder","order","superfamily","family","subfamily","genus","specificEpithet","infragenericEpithet","infraspecificEpithet","scientificNameAuthorship","canonical"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","SONRAI","","","","Ornithodoros sonrai"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","SPARNUS","","","KOHLS  CLIFFORD 1963","Ornithodoros sparnus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","SPHENISCUS","","","","Ornithodoros spheniscus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","STAGERI","","","COOLEY  KOHLS 1941","Ornithodoros stageri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","STEINI","","","(SCHULZE)","Ornithodoros steini"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","TALAJE","","","(GUERIN-MENEVILLE)","Ornithodoros talaje"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","TARTAKOVSKYI","","","OLENEV","Ornithodoros tartakovskyi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","THOLOZANI","","PAPILLIPES","BIRULA","Ornithodoros tholozani papillipes"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","THOLOZANI","","CROSSI","BRUMPT","Ornithodoros tholozani crossi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","THOLOZANI","","","LABOULBENE  MEGNIN","Ornithodoros tholozani"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","TIPTONI","","","JONES  CLIFFORD","Ornithodoros tiptoni"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","TURICATA","","","(DUGES)","Ornithodoros turicata"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","TUTTLEI","","","JONES  CLIFFORD","Ornithodoros tuttlei"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","VANSOMERENI","","","KEIRANS  HOOGSTRAAL  CLIFFORD 1977","Ornithodoros vansomereni"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","VIGUERASI","","","COOLEY  KOHLS 1941","Ornithodoros viguerasi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","VUNKERI","","","KEIRANS  CLIFFORD  HOOGSTRAAL","Ornithodoros vunkeri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","YUKERI","","","KEIRANS  CLIFFORD  HOOGSTRAAL","Ornithodoros yukeri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","YUNKERI","","","KEIRANS  CLIFFORD  HOOGSTRAAL 1984","Ornithodoros yunkeri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","YUMATENSIS","","","COOLEY  KOHLS 1941","Ornithodoros yumatensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","ORNITHODOROS","ZUMPTI","","","HEISCH  GUGGISBERG","Ornithodoros zumpti"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","OTOBIUS","LAGOPHILUS","","","COOLEY  KOHLS","Otobius lagophilus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","","OTOBIUS","MEGNINI","","","(DUGES)","Otobius megnini"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Argasidae","Ornithodorinae","NOTHOASPIS","REDDELLI","","","KEIRANS  CLIFFORD 1975","Nothoaspis reddelli"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","albolimbatum","","","Neumann, 1907","Amblyomma albolimbatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","albopictum","","","Neumann, 1899","Amblyomma albopictum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","americanum","","","(Linnaeus, 1758)","Amblyomma americanum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","antillorum","","","Kohls, 1969","Amblyomma antillorum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","arianae","","","Keirans & Garris, 1986","Amblyomma arianae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","astrion","","","Donitz, 1909","Amblyomma astrion"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","aureolatum","","","(Pallas, 1772)","Amblyomma aureolatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","auricularium","","","(Conil, 1878)","Amblyomma auricularium"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","australiense","","","Neumann, 1905","Amblyomma australiense"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","avecolens","","","","Amblyomma avecolens"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","babirussae","","","Schulze, 1933","Amblyomma babirussae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","boeroi","","","","Amblyomma boeroi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","borneense","","infestum","","Amblyomma borneense infestum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","boulengeri","","","Hirst & Hirst, 1910","Amblyomma boulengeri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","brasiliense","","","Aragao, 1908","Amblyomma brasiliense"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","cajennense","","","(Fabricius, 1787)","Amblyomma cajennense"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","calabyi","","","Roberts, 1963","Amblyomma calabyi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","calcaratum","","","Neumann, 1899","Amblyomma calcaratum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","castanedai","","","","Amblyomma castanedai"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","chabaudi","","","Rageau, 1964","Amblyomma chabaudi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","clypeolatum","","","Neumann, 1899","Amblyomma clypeolatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","coelebs","","","Neumann, 1899","Amblyomma coelebs"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","cohaerens","","","Donitz, 1909","Amblyomma cohaerens"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","compressum","","","(Macalister, 1872)","Amblyomma compressum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","cooperi","","","Nuttall & Warburton, 1908","Amblyomma cooperi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","cordiferum","","","Neumann, 1899","Amblyomma cordiferum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","crassipes","","","","Amblyomma crassipes"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","crassum","","","Robinson, 1926","Amblyomma crassum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","cruciferum","","","Neumann, 1901","Amblyomma cruciferum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","cyprium","","","Neumann, 1899","Amblyomma cyprium"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","darwini","","","Hirst & Hirst, 1910","Amblyomma darwini"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","darwini","","wollebaeki","","Amblyomma darwini wollebaeki"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","dissimile","","","Koch, 1844","Amblyomma dissimile"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","eburneum","","","Gerstacker, 1873","Amblyomma eburneum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","elaphense","","","","Amblyomma elaphense"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","EXORTUM","","","(Koch)","Amblyomma exortum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","extraoculatum","","","Neumann, 1899","Amblyomma extraoculatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","falsomarmoreum","","","Tonelli-Rondelli, 1935","Amblyomma falsomarmoreum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","fimbriatum","","","","Amblyomma fimbriatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","flavomaculatum","","","","Amblyomma flavomaculatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","formosanum","","","","Amblyomma formosanum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","fulvum","","","Neumann, 1899","Amblyomma fulvum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","geayi","","","Neumann, 1899","Amblyomma geayi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","gemma","","","Donitz, 1909","Amblyomma gemma"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","geochelone","","","Durden, Keirans & Smith, 2002","Amblyomma geochelone"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","geoemydae","","","(Cantor, 1847)","Amblyomma geoemydae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","gertschi","","","","Amblyomma gertschi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","gervaisi","","","","Amblyomma gervaisi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","glauerti","","","Keirans, King & Sharrad, 1994","Amblyomma glauerti"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","goeldii","","","Neumann, 1899","Amblyomma goeldii"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","hadanii","","","","Amblyomma hadanii"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","hebraeum","","","Koch, 1844","Amblyomma hebraeum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","helvolum","","","Koch, 1844","Amblyomma helvolum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","humerale","","","Koch, 1844","Amblyomma humerale"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","imitator","","","Kohls, 1958","Amblyomma imitator"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","incisum","","","Neumann, 1906","Amblyomma incisum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","inornatum","","","(Banks, 1909)","Amblyomma inornatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","integrum","","","Karsch, 1879","Amblyomma integrum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","interandinum","","","","Amblyomma interandinum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","javanense","","","(Supino, 1897)","Amblyomma javanense"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","latepunctatum","","","","Amblyomma latepunctatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","latum","","","","Amblyomma latum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","lepidum","","","Donitz, 1909","Amblyomma lepidum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","limbatum","","","Neumann, 1899","Amblyomma limbatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","loculosum","","","Neumann, 1907","Amblyomma loculosum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","longirostre","","","(Koch, 1844)","Amblyomma longirostre"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","macfarlandi","","","Keirans, Hoogstraal & Clifford, 1973","Amblyomma macfarlandi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","maculatum","","","Koch, 1844","Amblyomma maculatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","marmoreum","","","Koch, 1844","Amblyomma marmoreum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","mixtum","","","","Amblyomma mixtum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","moreliae","","","(Koch, 1867)","Amblyomma moreliae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","multipunctum","","","Neumann, 1899","Amblyomma multipunctum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","naponense","","","(Packard, 1869)","Amblyomma naponense"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","neumanni","","","Ribaga, 1902","Amblyomma neumanni"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","nitidum","","","Hirst & Hirst, 1910","Amblyomma nitidum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","nodosum","","","Neumann, 1899","Amblyomma nodosum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","nuttalli","","","Donitz, 1909","Amblyomma nuttalli"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","oblongoguttatum","","","Koch, 1844","Amblyomma oblongoguttatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","ovale","","","Koch, 1844","Amblyomma ovale"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","pacae","","","Aragao, 1911","Amblyomma pacae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","papuanum","","","Hirst, 1914","Amblyomma papuanum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","parkeri","","","Fonseca & Aragao, 1952","Amblyomma parkeri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","parvitarsum","","","Neumann, 1901","Amblyomma parvitarsum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","parvum","","","Aragao, 1908","Amblyomma parvum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","patinoi","","","","Amblyomma patinoi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","paulopunctatum","","","Neumann, 1899","Amblyomma paulopunctatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","pecarium","","","Dunn, 1933","Amblyomma pecarium"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","personatum","","","Neumann, 1901","Amblyomma personatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","philipi","","","","Amblyomma philipi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","pictum","","","Neumann, 1906","Amblyomma pictum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","pilosum","","","Neumann, 1899","Amblyomma pilosum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","pomposum","","","Donitz, 1909","Amblyomma pomposum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","pseudoconcolor","","","Aragao, 1908","Amblyomma pseudoconcolor"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","pseudoparvum","","","Guglielmone, Mangold & Keirans, 1990","Amblyomma pseudoparvum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","quadricavum","","","(Schulze, 1941)","Amblyomma quadricavum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","rhinocerotis","","","(de Geer, 1778)","Amblyomma rhinocerotis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","robinsoni","","","Warburton, 1927","Amblyomma robinsoni"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","romarioi","","","","Amblyomma romarioi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","rotundatum","","","Koch, 1844","Amblyomma rotundatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","sabanerae","","","A. sabaneraeStoll, 1890","Amblyomma sabanerae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","scalpturatum","","","Neumann, 1906","Amblyomma scalpturatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","sculptum","","","","Amblyomma sculptum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","scutatum","","","Neumann, 1899","Amblyomma scutatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","sparsum","","","Neumann, 1899","Amblyomma sparsum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","sphenodonti","","","","Amblyomma sphenodonti"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","splendidum","","","Giebel, 1877","Amblyomma splendidum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","squamosum","","","Kohls, 1953","Amblyomma squamosum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","striatum","","","Koch, 1844","Amblyomma striatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","supinoi","","","Neumann, 1905","Amblyomma supinoi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","sylvaticum","","","(de Geer, 1778)","Amblyomma sylvaticum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","tapirellum","","","Dunn, 1933","Amblyomma tapirellum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","testudinarium","","","Koch 1844","Amblyomma testudinarium"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","testudinis","","","(Conil, 1877)","Amblyomma testudinis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","tholloni","","","Neumann, 1899","Amblyomma tholloni"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","tigrinum","","","Koch, 1844","Amblyomma tigrinum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","tonelliae","","","","Amblyomma tonelliae"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","torrei","","","Perez Viqueras, 1934","Amblyomma torrei"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","triguttatum","","","Koch, 1844","Amblyomma triguttatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","triguttatum","","triguttatum","","Amblyomma triguttatum triguttatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","trimaculatum","","","","Amblyomma trimaculatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","triste","","","Koch, 1844","Amblyomma triste"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","tuberculatum","","","Marx, 1894","Amblyomma tuberculatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","usingeri","","","Keirans, Hoogstraal & Clifford, 1973","Amblyomma usingeri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","varanensis","","","(SUPINO)","Amblyomma varanensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","variegatum","","","(Fabricius, 1794)","Amblyomma variegatum"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","varium","","","Koch, 1844","Amblyomma varium"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","vikirri","","","Keirans, Bull, & Duffield, 1996","Amblyomma vikirri"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","williamsi","","","Banks, 1924","Amblyomma williamsi"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Amblyomminae","Amblyomma","yucumense","","","","Amblyomma yucumense"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","ANOCENTOR","COLUMBIANUS","","","SCHULZE","Anocentor columbianus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","ANOCENTOR","NITENS","","","(NEUMANN)","Anocentor nitens"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","abaensis","","","","Dermacentor abaensis"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","ALBIPICTUS","","","Packard, 1869","Dermacentor albipictus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","ANDERSONI","","","STILES","Dermacentor andersoni"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","ANOCENTOR","","NITENS","","Dermacentor anocentor nitens"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","ASPER","","","ARTHUR","Dermacentor asper"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","ATROSIGTUS","","","NEUMANN, 1906","Dermacentor atrosigtus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","AURATUS","","","SUPINO","Dermacentor auratus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","CIRCUMGUTTATUS","","","NEUMANN","Dermacentor circumguttatus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","COMPACTUS","","","NEUMANN","Dermacentor compactus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","CONFRAGUS","","","SCHULZE","Dermacentor confragus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","DAGHESTANICUS","","","OLENEV","Dermacentor daghestanicus"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","DISPAR","","","Cooley, 1937","Dermacentor dispar"
"Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","","DERMACENTOR","DISSIMILIS","","","COOLEY","Dermacentor dissimilis"
