source,kingdom,family,taxonRank,scientificNameAuthorship,vernacularName,canonical,acceptedTaxon,parentTaxon
,Animalia,Ixodidae,Species,"(Banks, 1909)",,Amblyomma inornatum,Amblyomma inornatum,Nuttalliella
,Animalia,Ixodidae,Species,"Karsch, 1879",,Amblyomma integrum,Amblyomma integrum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma interandinum,Amblyomma interandinum,Nuttalliella
,Animalia,Ixodidae,Species,"(Supino, 1897)",,Amblyomma javanense,Amblyomma javanense,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma latepunctatum,Amblyomma latepunctatum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma latum,Amblyomma latum,Nuttalliella
,Animalia,Ixodidae,Species,"Donitz, 1909",,Amblyomma lepidum,Amblyomma lepidum,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1899",,Amblyomma limbatum,Amblyomma limbatum,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1907",,Amblyomma loculosum,Amblyomma loculosum,Nuttalliella
,Animalia,Ixodidae,Species,"(Koch, 1844)",,Amblyomma longirostre,Amblyomma longirostre,Nuttalliella
,Animalia,Ixodidae,Species,"Keirans, Hoogstraal & Clifford, 1973",,Amblyomma macfarlandi,Amblyomma macfarlandi,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma maculatum,Amblyomma maculatum,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma marmoreum,Amblyomma marmoreum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma mixtum,Amblyomma mixtum,Nuttalliella
,Animalia,Ixodidae,Species,"(Koch, 1867)",,Amblyomma moreliae,Amblyomma moreliae,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1899",,Amblyomma multipunctum,Amblyomma multipunctum,Nuttalliella
,Animalia,Ixodidae,Species,"(Packard, 1869)",,Amblyomma naponense,Amblyomma naponense,Nuttalliella
,Animalia,Ixodidae,Species,"Ribaga, 1902",,Amblyomma neumanni,Amblyomma neumanni,Nuttalliella
,Animalia,Ixodidae,Species,"Hirst & Hirst, 1910",,Amblyomma nitidum,Amblyomma nitidum,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1899",,Amblyomma nodosum,Amblyomma nodosum,Nuttalliella
,Animalia,Ixodidae,Species,"Donitz, 1909",,Amblyomma nuttalli,Amblyomma nuttalli,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma oblongoguttatum,Amblyomma oblongoguttatum,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma ovale,Amblyomma ovale,Nuttalliella
,Animalia,Ixodidae,Species,"Aragão, 1911",,Amblyomma pacae,Amblyomma pacae,Nuttalliella
,Animalia,Ixodidae,Species,"Hirst, 1914",,Amblyomma papuanum,Amblyomma papuanum,Nuttalliella
,Animalia,Ixodidae,Species,"Fonseca & Aragão, 1952",,Amblyomma parkeri,Amblyomma parkeri,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1901",,Amblyomma parvitarsum,Amblyomma parvitarsum,Nuttalliella
,Animalia,Ixodidae,Species,"Aragão, 1908",,Amblyomma parvum,Amblyomma parvum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma patinoi,Amblyomma patinoi,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1899",,Amblyomma paulopunctatum,Amblyomma paulopunctatum,Nuttalliella
,Animalia,Ixodidae,Species,"Dunn, 1933",,Amblyomma pecarium,Amblyomma pecarium,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1901",,Amblyomma personatum,Amblyomma personatum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma philipi,Amblyomma philipi,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1906",,Amblyomma pictum,Amblyomma pictum,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1899",,Amblyomma pilosum,Amblyomma pilosum,Nuttalliella
,Animalia,Ixodidae,Species,"Donitz, 1909",,Amblyomma pomposum,Amblyomma pomposum,Nuttalliella
,Animalia,Ixodidae,Species,"Aragão, 1908",,Amblyomma pseudoconcolor,Amblyomma pseudoconcolor,Nuttalliella
,Animalia,Ixodidae,Species,"Guglielmone, Mangold & Keirans, 1990",,Amblyomma pseudoparvum,Amblyomma pseudoparvum,Nuttalliella
,Animalia,Ixodidae,Species,"(Schulze, 1941)",,Amblyomma quadricavum,Amblyomma quadricavum,Nuttalliella
,Animalia,Ixodidae,Species,"(de Geer, 1778)",,Amblyomma rhinocerotis,Amblyomma rhinocerotis,Nuttalliella
,Animalia,Ixodidae,Species,"Warburton, 1927",,Amblyomma robinsoni,Amblyomma robinsoni,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma romarioi,Amblyomma romarioi,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma rotundatum,Amblyomma rotundatum,Nuttalliella
,Animalia,Ixodidae,Species,"Stoll, 1890",,Amblyomma sabanerae,Amblyomma sabanerae,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1906",,Amblyomma scalpturatum,Amblyomma scalpturatum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma sculptum,Amblyomma sculptum,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1899",,Amblyomma scutatum,Amblyomma scutatum,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1899",,Amblyomma sparsum,Amblyomma sparsum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma sphenodonti,Amblyomma sphenodonti,Nuttalliella
,Animalia,Ixodidae,Species,"Giebel, 1877",,Amblyomma splendidum,Amblyomma splendidum,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1953",,Amblyomma squamosum,Amblyomma squamosum,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma striatum,Amblyomma striatum,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1905",,Amblyomma supinoi,Amblyomma supinoi,Nuttalliella
,Animalia,Ixodidae,Species,"(de Geer, 1778)",,Amblyomma sylvaticum,Amblyomma sylvaticum,Nuttalliella
,Animalia,Ixodidae,Species,"Dunn, 1933",,Amblyomma tapirellum,Amblyomma tapirellum,Nuttalliella
,Animalia,Ixodidae,Species,Koch 1844,,Amblyomma testudinarium,Amblyomma testudinarium,Nuttalliella
,Animalia,Ixodidae,Species,"(Conil, 1877)",,Amblyomma testudinis,Amblyomma testudinis,Nuttalliella
,Animalia,Ixodidae,Species,"Neumann, 1899",,Amblyomma tholloni,Amblyomma tholloni,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma tigrinum,Amblyomma tigrinum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma tonelliae,Amblyomma tonelliae,Nuttalliella
,Animalia,Ixodidae,Species,"Perez Viqueras, 1934",,Amblyomma torrei,Amblyomma torrei,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma triguttatum,Amblyomma triguttatum,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Amblyomma triguttatum triguttatum,Amblyomma triguttatum triguttatum,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma trimaculatum,Amblyomma trimaculatum,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma triste,Amblyomma triste,Nuttalliella
,Animalia,Ixodidae,Species,"Marx, 1894",,Amblyomma tuberculatum,Amblyomma tuberculatum,Nuttalliella
,Animalia,Ixodidae,Species,"Keirans, Hoogstraal & Clifford, 1973",,Amblyomma usingeri,Amblyomma usingeri,Nuttalliella
,Animalia,Ixodidae,Species,(Supino),,Amblyomma varanensis,Amblyomma varanensis,Nuttalliella
,Animalia,Ixodidae,Species,"(Fabricius, 1794)",,Amblyomma variegatum,Amblyomma variegatum,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Amblyomma varium,Amblyomma varium,Nuttalliella
,Animalia,Ixodidae,Species,"Keirans, Bull, & Duffield, 1996",,Amblyomma vikirri,Amblyomma vikirri,Nuttalliella
,Animalia,Ixodidae,Species,"Banks, 1924",,Amblyomma williamsi,Amblyomma williamsi,Nuttalliella
,Animalia,Ixodidae,Species,,,Amblyomma yucumense,Amblyomma yucumense,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Anocentor columbianus,Anocentor columbianus,Nuttalliella
,Animalia,Ixodidae,Species,(Neumann),,Anocentor nitens,Anocentor nitens,Nuttalliella
,Animalia,Ixodidae,Species,,,Dermacentor abaensis,Dermacentor abaensis,Nuttalliella
,Animalia,Ixodidae,Species,"Packard, 1869",,Dermacentor albipictus,Dermacentor albipictus,Nuttalliella
,Animalia,Ixodidae,Species,Stiles,,Dermacentor andersoni,Dermacentor andersoni,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Dermacentor anocentor nitens,Dermacentor anocentor nitens,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Dermacentor asper,Dermacentor asper,Nuttalliella
,Animalia,Ixodidae,Species,"NEUMANN, 1906",,Dermacentor atrosigtus,Dermacentor atrosigtus,Nuttalliella
,Animalia,Ixodidae,Species,Supino,,Dermacentor auratus,Dermacentor auratus,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Dermacentor circumguttatus,Dermacentor circumguttatus,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Dermacentor compactus,Dermacentor compactus,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Dermacentor confragus,Dermacentor confragus,Nuttalliella
,Animalia,Ixodidae,Species,Olenev,,Dermacentor daghestanicus,Dermacentor daghestanicus,Nuttalliella
,Animalia,Ixodidae,Species,"Cooley, 1937",,Dermacentor dispar,Dermacentor dispar,Nuttalliella
,Animalia,Ixodidae,Species,Cooley,,Dermacentor dissimilis,Dermacentor dissimilis,Nuttalliella
,Animalia,Ixodidae,Species,Hirst,,Dermacentor everestianus,Dermacentor everestianus,Nuttalliella
,Animalia,Ixodidae,Species,Mcintosh,,Dermacentor halli,Dermacentor halli,Nuttalliella
,Animalia,Ixodidae,Species,"Bishopp, 1912",,Dermacentor hunteri,Dermacentor hunteri,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Dermacentor imitans,Dermacentor imitans,Nuttalliella
,Animalia,Ixodidae,Species,,,Dermacentor indocentor,Dermacentor indocentor,Nuttalliella
,Animalia,Ixodidae,Species,"Cooley, 1937",,Dermacentor latus,Dermacentor latus,Nuttalliella
,Animalia,Ixodidae,Species,(Sulzer),,Dermacentor margitum,Dermacentor margitum,Nuttalliella
,Animalia,Ixodidae,Species,Sulzer,,Dermacentor margitus,Dermacentor margitus,Nuttalliella
,Animalia,Ixodidae,Species,Banks,,Dermacentor modestus,Dermacentor modestus,Nuttalliella
,Animalia,Ixodidae,Species,,,Dermacentor montanus,Dermacentor montanus,Nuttalliella
,Animalia,Ixodidae,Species,,,Dermacentor nitens,Dermacentor nitens,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Dermacentor niveus,Dermacentor niveus,Nuttalliella
,Animalia,Ixodidae,Species,Olenev,,Dermacentor nuttalli,Dermacentor nuttalli,Nuttalliella
,Animalia,Ixodidae,Species,Marx,,Dermacentor occidentalis,Dermacentor occidentalis,Nuttalliella
,Animalia,Ixodidae,Species,"Apanaskevich & Bermudez, 2013",,Dermacentor pamensis,Dermacentor pamensis,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Dermacentor parumapertus,Dermacentor parumapertus,Nuttalliella
,Animalia,Ixodidae,Species,Olenev,,Dermacentor pavlovskyi,Dermacentor pavlovskyi,Nuttalliella
,Animalia,Ixodidae,Species,Hermann,,Dermacentor pictus,Dermacentor pictus,Nuttalliella
,Animalia,Ixodidae,Species,Pomerantzev,,Dermacentor raskemensis,Dermacentor raskemensis,Nuttalliella
,Animalia,Ixodidae,Species,(Fabricius),,Dermacentor reticulatus,Dermacentor reticulatus,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Dermacentor rhinocerinus denny,Dermacentor rhinocerinus denny,Nuttalliella
,Animalia,Ixodidae,Species,(Denny),,Dermacentor rhinocerinus,Dermacentor rhinocerinus,Nuttalliella
,Animalia,Ixodidae,Species,(De Geer),,Dermacentor rhinocerotis,Dermacentor rhinocerotis,Nuttalliella
,Animalia,Ixodidae,Subspecies,"Schulze, 1933",,Dermacentor silvarum ablutus,Dermacentor silvarum ablutus,Nuttalliella
,Animalia,Ixodidae,Species,Olenev,,Dermacentor silvarum,Dermacentor silvarum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Dermacentor sinicus pallidior,Dermacentor sinicus pallidior,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Dermacentor sinicus sinicus,Dermacentor sinicus sinicus,Nuttalliella
,Animalia,Ixodidae,Species,Schulz,,Dermacentor sinicus,Dermacentor sinicus,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Dermacentor steini leviculus,Dermacentor steini leviculus,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Dermacentor steini steini,Dermacentor steini steini,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Dermacentor steini,Dermacentor steini,Nuttalliella
,Animalia,Ixodidae,Species,Sugimoto,,Dermacentor taiwanensis,Dermacentor taiwanensis,Nuttalliella
,Animalia,Ixodidae,Species,,,Dermacentor ushakovae,Dermacentor ushakovae,Nuttalliella
,Animalia,Ixodidae,Species,(Say),,Dermacentor variabilis,Dermacentor variabilis,Nuttalliella
,Animalia,Ixodidae,Species,Marx,,Dermacentor venustus,Dermacentor venustus,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis abolmisalis,Haemaphysalis abolmisalis,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis aborensis,Haemaphysalis aborensis,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis aciculifer,Haemaphysalis aciculifer,Nuttalliella
,Animalia,Ixodidae,Species,Lavarra,,Haemaphysalis aculeata,Haemaphysalis aculeata,Nuttalliella
,Animalia,Ixodidae,Species,Feldman-Muhsam,,Haemaphysalis adleri,Haemaphysalis adleri,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis anomala,Haemaphysalis anomala,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Uilenberg & Klein",,Haemaphysalis anoplos,Haemaphysalis anoplos,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis aponommoides,Haemaphysalis aponommoides,Nuttalliella
,Animalia,Ixodidae,Species,(Supino),,Haemaphysalis asiatica,Haemaphysalis asiatica,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Trapido & Kohls",,Haemaphysalis atherurus,Haemaphysalis atherurus,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall & Warburton,,Haemaphysalis bancrofti,Haemaphysalis bancrofti,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal & Kohls,,Haemaphysalis bandicota,Haemaphysalis bandicota,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Haemaphysalis bartelsi schulze,Haemaphysalis bartelsi schulze,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Haemaphysalis bartelsi,Haemaphysalis bartelsi,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis bedfordi,Haemaphysalis bedfordi,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, 1956",,Haemaphysalis bequaerti,Haemaphysalis bequaerti,Nuttalliella
,Animalia,Ixodidae,Species,Supino,,Haemaphysalis birmaniae,Haemaphysalis birmaniae,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis bispinosa,Haemaphysalis bispinosa,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis borneata,Haemaphysalis borneata,Nuttalliella
,Animalia,Ixodidae,Species,Roberts,,Haemaphysalis bremneri,Haemaphysalis bremneri,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis calcarata,Haemaphysalis calcarata,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall & Warburton,,Haemaphysalis calvus,Haemaphysalis calvus,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis campanulata,Haemaphysalis campanulata,Nuttalliella
,Animalia,Ixodidae,Species,(Supino),,Haemaphysalis canestrinii,Haemaphysalis canestrinii,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis capricornis,Haemaphysalis capricornis,Nuttalliella
,Animalia,Ixodidae,Species,Olenev,,Haemaphysalis caucasica,Haemaphysalis caucasica,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Trapido & Kohls",,Haemaphysalis celebensis,Haemaphysalis celebensis,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1949",,Haemaphysalis centropi,Haemaphysalis centropi,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis centrosa,Haemaphysalis centrosa,Nuttalliella
,Animalia,Ixodidae,Species,Sharif,,Haemaphysalis choprai,Haemaphysalis choprai,Nuttalliella
,Animalia,Ixodidae,Species,(Packard),,Haemaphysalis chordeilis,Haemaphysalis chordeilis,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Haemaphysalis cinbari punctata,Haemaphysalis cinbari punctata,Nuttalliella
,Animalia,Ixodidae,Species,Koch,,Haemaphysalis cinbari,Haemaphysalis cinbari,Nuttalliella
,Animalia,Ixodidae,Species,Apanaskevich & Horak 2008,,Haemaphysalis colesbergensis,Haemaphysalis colesbergensis,Nuttalliella
,Animalia,Ixodidae,Species,Koch,,Haemaphysalis concin,Haemaphysalis concin,Nuttalliella
,Animalia,Ixodidae,Subspecies,"Trapido & Hoogstraal, 1964",,Haemaphysalis conrnigeria shimoga,Haemaphysalis conrnigeria shimoga,Nuttalliella
,Animalia,Ixodidae,Species,Bedford,,Haemaphysalis cooleyi,Haemaphysalis cooleyi,Nuttalliella
,Animalia,Ixodidae,Subspecies,Neumann,,Haemaphysalis cornigera cornigera,Haemaphysalis cornigera cornigera,Nuttalliella
,Animalia,Ixodidae,Subspecies,"Trapido & Hoogstraal, 1964",,Haemaphysalis cornigera shimoga,Haemaphysalis cornigera shimoga,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis cornigera,Haemaphysalis cornigera,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal & Varma, 1962",,Haemaphysalis cornupunctata,Haemaphysalis cornupunctata,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis cuspidata,Haemaphysalis cuspidata,Nuttalliella
,Animalia,Ixodidae,Species,"CERNY& Hoogstraal, 1977",,Haemaphysalis danieli,Haemaphysalis danieli,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal & Dhanda,,Haemaphysalis darjeeling,Haemaphysalis darjeeling,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Dhanda & Bhat",,Haemaphysalis davisi,Haemaphysalis davisi,Nuttalliella
,Animalia,Ixodidae,Species,(Packard),,Haemaphysalis dentatus,Haemaphysalis dentatus,Nuttalliella
,Animalia,Ixodidae,Species,Warburton & Nuttall,,Haemaphysalis doenitzi,Haemaphysalis doenitzi,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis elliptica,Haemaphysalis elliptica,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis elongata,Haemaphysalis elongata,Nuttalliella
,Animalia,Ixodidae,Species,Pavesi,,Haemaphysalis ericei,Haemaphysalis ericei,Nuttalliella
,Animalia,Ixodidae,Subspecies,Pospelova-Shtrom,,Haemaphysalis ericei turanica,Haemaphysalis ericei turanica,Nuttalliella
,Animalia,Ixodidae,Subspecies,Pavesi,,Haemaphysalis ericei ericei,Haemaphysalis ericei ericei,Nuttalliella
,Animalia,Ixodidae,Species,Santos & Dias,,Haemaphysalis ethiopica,Haemaphysalis ethiopica,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Kohls & Trapido",,Haemaphysalis eupleres,Haemaphysalis eupleres,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis flava,Haemaphysalis flava,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis formosensis,Haemaphysalis formosensis,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, 1953",,Haemaphysalis fossae,Haemaphysalis fossae,Nuttalliella
,Animalia,Ixodidae,Species,Kitaoka,,Haemaphysalis fujisa,Haemaphysalis fujisa,Nuttalliella
,Animalia,Ixodidae,Species,Dhanda & Bhat,,Haemaphysalis garhwalensis,Haemaphysalis garhwalensis,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis goral,Haemaphysalis goral,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis haemaphysalis,Haemaphysalis haemaphysalis,Nuttalliella
,Animalia,Ixodidae,Species,"Schulze, 1939",1939,Haemaphysalis heinrichi,Haemaphysalis heinrichi,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis himalaya,Haemaphysalis himalaya,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Trapido & Kohls",,Haemaphysalis hirsuta,Haemaphysalis hirsuta,Nuttalliella
,Animalia,Ixodidae,Species,Gil & Collado,,Haemaphysalis hispanica,Haemaphysalis hispanica,Nuttalliella
,Animalia,Ixodidae,Species,Warburton & Nuttall,,Haemaphysalis hoodi,Haemaphysalis hoodi,Nuttalliella
,Animalia,Ixodidae,Species,Kohls,,Haemaphysalis hoogstraali,Haemaphysalis hoogstraali,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall & Warburton,,Haemaphysalis houyi,Haemaphysalis houyi,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis howletti,Haemaphysalis howletti,Nuttalliella
,Animalia,Ixodidae,Species,Warburton & Nuttall,,Haemaphysalis humerosa,Haemaphysalis humerosa,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Haemaphysalis hylobatis,Haemaphysalis hylobatis,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Walker & Neitz, 1971",,Haemaphysalis hyracophila,Haemaphysalis hyracophila,Nuttalliella
,Animalia,Ixodidae,Species,Supino,,Haemaphysalis hystricis,Haemaphysalis hystricis,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis indica,Haemaphysalis indica,Nuttalliella
,Animalia,Ixodidae,Species,Dhanda & Bhat,,Haemaphysalis indoflava,Haemaphysalis indoflava,Nuttalliella
,Animalia,Ixodidae,Species,Birula,,Haemaphysalis inermis,Haemaphysalis inermis,Nuttalliella
,Animalia,Ixodidae,Species,Warburton & Nuttall,,Haemaphysalis intermedia,Haemaphysalis intermedia,Nuttalliella
,Animalia,Ixodidae,Subspecies,Nuttall & Warburton,,Haemaphysalis japonica douglasi,Haemaphysalis japonica douglasi,Nuttalliella
,Animalia,Ixodidae,Subspecies,Warburton,,Haemaphysalis japonica japonica,Haemaphysalis japonica japonica,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis japonica,Haemaphysalis japonica,Nuttalliella
,Animalia,Ixodidae,Species,"Cooley, 1946",,Haemaphysalis juxtakochi,Haemaphysalis juxtakochi,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis kadarsani,Haemaphysalis kadarsani,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal & Varma, 1962",,Haemaphysalis kashmirensis,Haemaphysalis kashmirensis,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis kinneari,Haemaphysalis kinneari,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, 1969",,Haemaphysalis kitaokai,Haemaphysalis kitaokai,Nuttalliella
,Animalia,Ixodidae,Species,Warburton & Nuttall,,Haemaphysalis koningsbergeri,Haemaphysalis koningsbergeri,Nuttalliella
,Animalia,Ixodidae,Species,Kerbarayev,,Haemaphysalis kopetdaghica,Haemaphysalis kopetdaghica,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal & Trapido, 1963",,Haemaphysalis kutchensis,Haemaphysalis kutchensis,Nuttalliella
,Animalia,Ixodidae,Species,"Trapido, Hoogstraal & Rajagopalan",,Haemaphysalis kyasanurensis,Haemaphysalis kyasanurensis,Nuttalliella
,Animalia,Ixodidae,Species,Larrousse,,Haemaphysalis lagrangei,Haemaphysalis lagrangei,Nuttalliella
,Animalia,Ixodidae,Subspecies,"(Audouin), 1827",,Haemaphysalis leachi leachi,Haemaphysalis leachi leachi,Nuttalliella
,Animalia,Ixodidae,Species,(Audouin),,Haemaphysalis leachi,Haemaphysalis leachi,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis lemuris,Haemaphysalis lemuris,Nuttalliella
,Animalia,Ixodidae,Species,(Packard),,Haemaphysalis leporispalustris,Haemaphysalis leporispalustris,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis longicornis,Haemaphysalis longicornis,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal & Parrish, 1968",,Haemaphysalis luzonensis,Haemaphysalis luzonensis,Nuttalliella
,Animalia,Ixodidae,Species,Colas-Belcour & Millot,,Haemaphysalis madagascariensis,Haemaphysalis madagascariensis,Nuttalliella
,Animalia,Ixodidae,Species,Saito & Hoogstraal,,Haemaphysalis mageshimaensis,Haemaphysalis mageshimaensis,Nuttalliella
,Animalia,Ixodidae,Species,"Rajagopalan, 1963",,Haemaphysalis megalaimae,Haemaphysalis megalaimae,Nuttalliella
,Animalia,Ixodidae,Species,Saito,,Haemaphysalis megaspinosa,Haemaphysalis megaspinosa,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1950",,Haemaphysalis minuta,Haemaphysalis minuta,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis mjobergi,Haemaphysalis mjobergi,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall,,Haemaphysalis montgomeryi,Haemaphysalis montgomeryi,Nuttalliella
,Animalia,Ixodidae,Species,"Camicas, Hoogstraal & El Kammah",,Haemaphysalis moreli,Haemaphysalis moreli,Nuttalliella
,Animalia,Ixodidae,Species,Santos & Dias,,Haemaphysalis muhsamae,Haemaphysalis muhsamae,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Trapido & Kohls",,Haemaphysalis dchatrami,Haemaphysalis dchatrami,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis neitzi,Haemaphysalis neitzi,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis nepalensis,Haemaphysalis nepalensis,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Uilenberg & Klein, 1966",,Haemaphysalis nesomys,Haemaphysalis nesomys,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis neumanni,Haemaphysalis neumanni,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstral & Wassef, 1983",,Haemaphysalis norvali,Haemaphysalis norvali,Nuttalliella
,Animalia,Ixodidae,Species,Hirst,,Haemaphysalis novaeguineae,Haemaphysalis novaeguineae,Nuttalliella
,Animalia,Ixodidae,Species,Larrousse,,Haemaphysalis obesa,Haemaphysalis obesa,Nuttalliella
,Animalia,Ixodidae,Species,Doenitz,,Haemaphysalis obtusa,Haemaphysalis obtusa,Nuttalliella
,Animalia,Ixodidae,Species,"Apanaskevich & Horak, 2008",,Haemaphysalis oliveri,Haemaphysalis oliveri,Nuttalliella
