source,kingdom,family,taxonRank,scientificNameAuthorship,vernacularName,canonical,acceptedTaxon,parentTaxon
,Animalia,Ixodidae,Species,Nuttall & Warburton,,Haemaphysalis orientalis,Haemaphysalis orientalis,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal & Kohls,,Haemaphysalis ornithophila,Haemaphysalis ornithophila,Nuttalliella
,Animalia,Ixodidae,Species,Kohls,,Haemaphysalis palawanensis,Haemaphysalis palawanensis,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Haemaphysalis palustris palustris,Haemaphysalis palustris palustris,Nuttalliella
,Animalia,Ixodidae,Subspecies,"Hoogstraal, Trapido & Kohls",,Haemaphysalis papua dchatrami,Haemaphysalis papua dchatrami,Nuttalliella
,Animalia,Ixodidae,Subspecies,Thorell,,Haemaphysalis papua papua,Haemaphysalis papua papua,Nuttalliella
,Animalia,Ixodidae,Species,Thorell,,Haemaphysalis papua,Haemaphysalis papua,Nuttalliella
,Animalia,Ixodidae,Subspecies,Camicas & Hoogstraal,,Haemaphysalis paraleachi paraleachi,Haemaphysalis paraleachi paraleachi,Nuttalliella
,Animalia,Ixodidae,Subspecies,Camicas & Hoogstraal,,Haemaphysalis paraleachi walkerae,Haemaphysalis paraleachi walkerae,Nuttalliella
,Animalia,Ixodidae,Species,Camicas & Hoogstraal,,Haemaphysalis paraleachi,Haemaphysalis paraleachi,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Trapido & Rebello, 1963",,Haemaphysalis paraturturis,Haemaphysalis paraturturis,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis parmata,Haemaphysalis parmata,Nuttalliella
,Animalia,Ixodidae,Species,(Neumann),,Haemaphysalis parva,Haemaphysalis parva,Nuttalliella
,Animalia,Ixodidae,Species,Pospelova-Shtrom,,Haemaphysalis pavlovskyi,Haemaphysalis pavlovskyi,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis pedetes,Haemaphysalis pedetes,Nuttalliella
,Animalia,Ixodidae,Species,Pospelova-Shtrom,,Haemaphysalis pentalagi,Haemaphysalis pentalagi,Nuttalliella
,Animalia,Ixodidae,Species,Roberts,,Haemaphysalis petrogalis,Haemaphysalis petrogalis,Nuttalliella
,Animalia,Ixodidae,Species,"Saito, Hoogstraal & Wassef",,Haemaphysalis phasia,Haemaphysalis phasia,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, 1966",,Haemaphysalis pospelovashtromae,Haemaphysalis pospelovashtromae,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, El & Kammah",,Haemaphysalis psalistos,Haemaphysalis psalistos,Nuttalliella
,Animalia,Ixodidae,Species,"Camicas, Hoogstraal & El Kammah",,Haemaphysalis punctaleachi,Haemaphysalis punctaleachi,Nuttalliella
,Animalia,Ixodidae,Subspecies,Canestrini & Fanzago,,Haemaphysalis punctata abomisalis,Haemaphysalis punctata abomisalis,Nuttalliella
,Animalia,Ixodidae,Subspecies,Canestrini & Fanzago,,Haemaphysalis punctata cinbari,Haemaphysalis punctata cinbari,Nuttalliella
,Animalia,Ixodidae,Species,Canestrini & Fanzago,,Haemaphysalis punctata,Haemaphysalis punctata,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis quadriaculeata,Haemaphysalis quadriaculeata,Nuttalliella
,Animalia,Ixodidae,Species,"Dhanda, Hoogstraal & Bhat",,Haemaphysalis ramachandrai,Haemaphysalis ramachandrai,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1948",,Haemaphysalis ratti,Haemaphysalis ratti,Nuttalliella
,Animalia,Ixodidae,Species,"Schulze, 1933",,Haemaphysalis renschi,Haemaphysalis renschi,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis rhipistoma,Haemaphysalis rhipistoma,Nuttalliella
,Animalia,Ixodidae,Species,Toumanoff,,Haemaphysalis roubaudi,Haemaphysalis roubaudi,Nuttalliella
,Animalia,Ixodidae,Species,Santos & Dias,,Haemaphysalis rugosa,Haemaphysalis rugosa,Nuttalliella
,Animalia,Ixodidae,Species,Kohls,,Haemaphysalis rusae,Haemaphysalis rusae,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis sambar,Haemaphysalis sambar,Nuttalliella
,Animalia,Ixodidae,Species,Kohls,,Haemaphysalis sciuri,Haemaphysalis sciuri,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis semermis,Haemaphysalis semermis,Nuttalliella
,Animalia,Ixodidae,Subspecies,Neumann,,Haemaphysalis semermis rufipes,Haemaphysalis semermis rufipes,Nuttalliella
,Animalia,Ixodidae,Species,Trapido & Hoogstraal,,Haemaphysalis shimoga,Haemaphysalis shimoga,Nuttalliella
,Animalia,Ixodidae,Species,Robinson,,Haemaphysalis silacea,Haemaphysalis silacea,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal & Trapido, 1963",,Haemaphysalis silvafelis,Haemaphysalis silvafelis,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis simplex,Haemaphysalis simplex,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal & Wassef, 1979",,Haemaphysalis simplicima,Haemaphysalis simplicima,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis spinigera,Haemaphysalis spinigera,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Haemaphysalis spinulosa,Haemaphysalis spinulosa,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal,,Haemaphysalis subelongata,Haemaphysalis subelongata,Nuttalliella
,Animalia,Ixodidae,Species,Canestrini & Fanzago,,Haemaphysalis sulcata,Haemaphysalis sulcata,Nuttalliella
,Animalia,Ixodidae,Species,"El, Kammah, Kadarsan & Astos",,Haemaphysalis sumatraensis,Haemaphysalis sumatraensis,Nuttalliella
,Animalia,Ixodidae,Species,Sharif,,Haemaphysalis sundrai,Haemaphysalis sundrai,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Kohls & Parrish",,Haemaphysalis susphilippensis,Haemaphysalis susphilippensis,Nuttalliella
,Animalia,Ixodidae,Species,Sugimoto,,Haemaphysalis taiwa,Haemaphysalis taiwa,Nuttalliella
,Animalia,Ixodidae,Species,Morel,,Haemaphysalis tauffliebi,Haemaphysalis tauffliebi,Nuttalliella
,Animalia,Ixodidae,Species,,,Haemaphysalis taurica,Haemaphysalis taurica,Nuttalliella
,Animalia,Ixodidae,Species,Banks,,Haemaphysalis texanus,Haemaphysalis texanus,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, 1953",,Haemaphysalis theilerae,Haemaphysalis theilerae,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, 1953",,Haemaphysalis tiptoni,Haemaphysalis tiptoni,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Haemaphysalis toxopei,Haemaphysalis toxopei,Nuttalliella
,Animalia,Ixodidae,Species,Oudemans,,Haemaphysalis traguli,Haemaphysalis traguli,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1955",,Haemaphysalis traubi,Haemaphysalis traubi,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall & Warburton,,Haemaphysalis turturis,Haemaphysalis turturis,Nuttalliella
,Animalia,Ixodidae,Species,"Itagaki, Noda & Yamaguchi",,Haemaphysalis verticalis,Haemaphysalis verticalis,Nuttalliella
,Animalia,Ixodidae,Species,Warburton & Nuttall,,Haemaphysalis vidua,Haemaphysalis vidua,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal & Wilson,,Haemaphysalis vietmensis,Haemaphysalis vietmensis,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall,,Haemaphysalis warburtoni,Haemaphysalis warburtoni,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall & Warburton,,Haemaphysalis wellingtoni,Haemaphysalis wellingtoni,Nuttalliella
,Animalia,Ixodidae,Species,Toumanoff,,Haemaphysalis yeni,Haemaphysalis yeni,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal & El Kammah, 1974",,Haemaphysalis zumpti,Haemaphysalis zumpti,Nuttalliella
,Animalia,Ixodidae,Species,"(Linnaeus, 1758)",,Hyalomma aegyptium,Hyalomma aegyptium,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Hyalomma albiparmatum,Hyalomma albiparmatum,Nuttalliella
,Animalia,Ixodidae,Species,,,Hyalomma ampelinus,Hyalomma ampelinus,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Hyalomma atolicum atolicum,Hyalomma atolicum atolicum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Koch,,Hyalomma atolicum excavatum,Hyalomma atolicum excavatum,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Hyalomma atolicum,Hyalomma atolicum,Nuttalliella
,Animalia,Ixodidae,Species,"Pegram, Hoogstraal & Wassef, 1982",,Hyalomma arabica,Hyalomma arabica,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze & Schlottke,,Hyalomma asiaticum asiaticum,Hyalomma asiaticum asiaticum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Pomerantzev,,Hyalomma asiaticum caucasicum,Hyalomma asiaticum caucasicum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Olenev,,Hyalomma asiaticum kozlovi,Hyalomma asiaticum kozlovi,Nuttalliella
,Animalia,Ixodidae,Species,"Schulze & Schlottke, 1930",,Hyalomma asiaticum,Hyalomma asiaticum,Nuttalliella
,Animalia,Ixodidae,Species,Sharif,,Hyalomma brevipunctata,Hyalomma brevipunctata,Nuttalliella
,Animalia,Ixodidae,Species,(Macalister),,Hyalomma compressum,Hyalomma compressum,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Hyalomma detritum albipictum,Hyalomma detritum albipictum,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Hyalomma detritum damascenium,Hyalomma detritum damascenium,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Hyalomma detritum dardanicum,Hyalomma detritum dardanicum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Hyalomma detritum detritum,Hyalomma detritum detritum,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Hyalomma detritum mauritanicum,Hyalomma detritum mauritanicum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Hyalomma detritum perstrigatum,Hyalomma detritum perstrigatum,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Hyalomma detritum steineri,Hyalomma detritum steineri,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Hyalomma detritum,Hyalomma detritum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Hyalomma dromedarii asiaticum,Hyalomma dromedarii asiaticum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Koch,,Hyalomma dromedarii dromedarii,Hyalomma dromedarii dromedarii,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Hyalomma dromedarii,Hyalomma dromedarii,Nuttalliella
,Animalia,Ixodidae,Species,,,Hyalomma dromedarius,Hyalomma dromedarius,Nuttalliella
,Animalia,Ixodidae,Species,"Tonelli-Rondelli, 1932",,Hyalomma erythraeum,Hyalomma erythraeum,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Hyalomma excavatum,Hyalomma excavatum,Nuttalliella
,Animalia,Ixodidae,Species,"Tonelli-Rondelli, 1932",,Hyalomma franchinii,Hyalomma franchinii,Nuttalliella
,Animalia,Ixodidae,Species,Sharif,,Hyalomma hussaini,Hyalomma hussaini,Nuttalliella
,Animalia,Ixodidae,Species,"Schulze & Schlottke, 1930",,Hyalomma impeltatum,Hyalomma impeltatum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Koch,,Hyalomma impressum rufipes,Hyalomma impressum rufipes,Nuttalliella
,Animalia,Ixodidae,Species,Koch,,Hyalomma impressum,Hyalomma impressum,Nuttalliella
,Animalia,Ixodidae,Species,"Sharif, 1928",,Hyalomma isaaci,Hyalomma isaaci,Nuttalliella
,Animalia,Ixodidae,Species,Sharif,,Hyalomma kumari,Hyalomma kumari,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Hyalomma lusitanicum koch,Hyalomma lusitanicum koch,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Hyalomma lusitanicum,Hyalomma lusitanicum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Sharif,,Hyalomma margitum isaaci,Hyalomma margitum isaaci,Nuttalliella
,Animalia,Ixodidae,Subspecies,Koch,,Hyalomma margitum margitum,Hyalomma margitum margitum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Koch,,Hyalomma margitum rufipes,Hyalomma margitum rufipes,Nuttalliella
,Animalia,Ixodidae,Subspecies,Pomerantzev,,Hyalomma margitum turanicum,Hyalomma margitum turanicum,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Hyalomma margitum,Hyalomma margitum,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Hyalomma nitidum,Hyalomma nitidum,Nuttalliella
,Animalia,Ixodidae,Species,(Panzer),,Hyalomma plumbeum,Hyalomma plumbeum,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, Kaiser & Pedersen",,Hyalomma punt,Hyalomma punt,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Hyalomma rhipicephaloides,Hyalomma rhipicephaloides,Nuttalliella
,Animalia,Ixodidae,Subspecies,Koch,,Hyalomma rufipes rufipes,Hyalomma rufipes rufipes,Nuttalliella
,Animalia,Ixodidae,Species,Koch,,Hyalomma rufipes,Hyalomma rufipes,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Hyalomma savignyi armeniorum,Hyalomma savignyi armeniorum,Nuttalliella
,Animalia,Ixodidae,Species,(Gervais),,Hyalomma savignyi,Hyalomma savignyi,Nuttalliella
,Animalia,Ixodidae,Species,"Olenev, 1931",,Hyalomma schulzei,Hyalomma schulzei,Nuttalliella
,Animalia,Ixodidae,Species,"Schulze, 1919",,Hyalomma scupense,Hyalomma scupense,Nuttalliella
,Animalia,Ixodidae,Species,"Tonelli-Rondelli, 1935",,Hyalomma somalicum,Hyalomma somalicum,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze,,Hyalomma steineri codii,Hyalomma steineri codii,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Hyalomma transiens,Hyalomma transiens,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Hyalomma truncatum,Hyalomma truncatum,Nuttalliella
,Animalia,Ixodidae,Species,"Pomerantzev, 1946",,Hyalomma turanicum,Hyalomma turanicum,Nuttalliella
,Animalia,Ixodidae,Species,Lahille 1916,,Ixodes abrocomae,Ixodes abrocomae,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes acumitus,Ixodes acumitus,Nuttalliella
,Animalia,Ixodidae,Species,(Karsch),,Ixodes acutitarsus,Ixodes acutitarsus,Nuttalliella
,Animalia,Ixodidae,Species,Banks,,Ixodes aequalis,Ixodes aequalis,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes affinis,Ixodes affinis,Nuttalliella
,Animalia,Ixodidae,Species,"Uilenberg & Hoogstraal, 1968",,Ixodes albigci,Ixodes albigci,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes alluaudi,Ixodes alluaudi,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1966",,Ixodes amersoni,Ixodes amersoni,Nuttalliella
,Animalia,Ixodidae,Species,Chilton,,Ixodes atis,Ixodes atis,Nuttalliella
,Animalia,Ixodidae,Species,Kohls,,Ixodes andinus,Ixodes andinus,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes angustus,Ixodes angustus,Nuttalliella
,Animalia,Ixodidae,Subspecies,Bishopp,,Ixodes angustus woodi,Ixodes angustus woodi,Nuttalliella
,Animalia,Ixodidae,Species,Roberts,,Ixodes antechini,Ixodes antechini,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Ixodes apronophorus,Ixodes apronophorus,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes arabukiensis,Ixodes arabukiensis,Nuttalliella
,Animalia,Ixodidae,Species,"Fonseca, 1935",,Ixodes aragaoi,Ixodes aragaoi,Nuttalliella
,Animalia,Ixodidae,Subspecies,Schulze & Schlottke,,Ixodes arboricola arboricola,Ixodes arboricola arboricola,Nuttalliella
,Animalia,Ixodidae,Species,Schulze & Schlottke,,Ixodes arboricola,Ixodes arboricola,Nuttalliella
,Animalia,Ixodidae,Species,Warburton,,Ixodes arvicolae,Ixodes arvicolae,Nuttalliella
,Animalia,Ixodidae,Species,"Kitaoka, 1973",,Ixodes asanumai,Ixodes asanumai,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1955",,Ixodes audyi,Ixodes audyi,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes aulacodi,Ixodes aulacodi,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes auriculaelongae,Ixodes auriculaelongae,Nuttalliella
,Animalia,Ixodidae,Subspecies,Dumbleton,,Ixodes auritulus zealandicus,Ixodes auritulus zealandicus,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes auritulus,Ixodes auritulus,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes australiensis,Ixodes australiensis,Nuttalliella
,Animalia,Ixodidae,Species,"Cooley & Kohls, 1942",,Ixodes baergi,Ixodes baergi,Nuttalliella
,Animalia,Ixodidae,Species,Arthur & Clifford,,Ixodes bakeri,Ixodes bakeri,Nuttalliella
,Animalia,Ixodidae,Species,"Bishopp, 1911",,Ixodes banksi,Ixodes banksi,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes bedfordi,Ixodes bedfordi,Nuttalliella
,Animalia,Ixodidae,Species,Cooley & Kohls,,Ixodes bequaerti,Ixodes bequaerti,Nuttalliella
,Animalia,Ixodidae,Species,Birula,,Ixodes berlesei,Ixodes berlesei,Nuttalliella
,Animalia,Ixodidae,Species,"Smith & Gouck, 1947",,Ixodes bishoppi,Ixodes bishoppi,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes boliviensis,Ixodes boliviensis,Nuttalliella
,Animalia,Ixodidae,Species,"Keirans, Clifford & Walker, 1982",,Ixodes brewsterae,Ixodes brewsterae,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes browningi,Ixodes browningi,Nuttalliella
,Animalia,Ixodidae,Species,Morel,,Ixodes brumpti,Ixodes brumpti,Nuttalliella
,Animalia,Ixodidae,Species,"Koch, 1844",,Ixodes brunneus,Ixodes brunneus,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall,,Ixodes caledonicus,Ixodes caledonicus,Nuttalliella
,Animalia,Ixodidae,Species,Johnston,,Ixodes canisuga,Ixodes canisuga,Nuttalliella
,Animalia,Ixodidae,Species,"Keirans, Clifford & Walker, 1982",,Ixodes catherinei,Ixodes catherinei,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall & Warburton,,Ixodes cavipalpus,Ixodes cavipalpus,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1950",,Ixodes ceylonensis,Ixodes ceylonensis,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1957",,Ixodes chilensis,Ixodes chilensis,Nuttalliella
,Animalia,Ixodidae,Species,"Arthur, 1957",,Ixodes colasbelcouri,Ixodes colasbelcouri,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Ixodes collocaliae,Ixodes collocaliae,Nuttalliella
,Animalia,Ixodidae,Species,Cooley & Kohls,,Ixodes conepati,Ixodes conepati,Nuttalliella
,Animalia,Ixodidae,Species,Roberts,,Ixodes confusus,Ixodes confusus,Nuttalliella
,Animalia,Ixodidae,Subspecies,Bishopp,,Ixodes cookei rugosus,Ixodes cookei rugosus,Nuttalliella
,Animalia,Ixodidae,Subspecies,,,Ixodes cookei texanus,Ixodes cookei texanus,Nuttalliella
,Animalia,Ixodidae,Species,Packard,,Ixodes cookei,Ixodes cookei,Nuttalliella
,Animalia,Ixodidae,Species,"Aragão & Fonseca, 1951",,Ixodes coolei,Ixodes coolei,Nuttalliella
,Animalia,Ixodidae,Species,"Wilson, 1980",,Ixodes copei,Ixodes copei,Nuttalliella
,Animalia,Ixodidae,Subspecies,"Schulze, 1935",,Ixodes cordifer bibax,Ixodes cordifer bibax,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes cordifer,Ixodes cordifer,Nuttalliella
,Animalia,Ixodidae,Species,Roberts,,Ixodes cornuatus,Ixodes cornuatus,Nuttalliella
,Animalia,Ixodidae,Species,"Keirans, Clifford & Walker, 1982",,Ixodes corwini,Ixodes corwini,Nuttalliella
,Animalia,Ixodidae,Species,Koch,,Ixodes crenulatus,Ixodes crenulatus,Nuttalliella
,Animalia,Ixodidae,Species,,,Ixodes cruciarius,Ixodes cruciarius,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls & Clifford, 1966",,Ixodes cuervacensis,Ixodes cuervacensis,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Ixodes cumulatimpunctatus,Ixodes cumulatimpunctatus,Nuttalliella
,Animalia,Ixodidae,Species,"Spielman, Clifford, Keirans & Piesma",,Ixodes dammani,Ixodes dammani,Nuttalliella
,Animalia,Ixodidae,Species,"Cooley, 1943",,Ixodes dampfi,Ixodes dampfi,Nuttalliella
,Animalia,Ixodidae,Species,"Nuttall, 1913",,Ixodes daveyi,Ixodes daveyi,Nuttalliella
,Animalia,Ixodidae,Species,Wilson,,Ixodes dendrolagi,Ixodes dendrolagi,Nuttalliella
,Animalia,Ixodidae,Species,"Marx, 1899",,Ixodes dentatus,Ixodes dentatus,Nuttalliella
,Animalia,Ixodidae,Species,"Keirans & Ajohda, 2003",,Ixodes dicei,Ixodes dicei,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes diversifossus,Ixodes diversifossus,Nuttalliella
,Animalia,Ixodidae,Species,"Uilenberg & Hoogstraal, 1965",,Ixodes domerguei,Ixodes domerguei,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1957",,Ixodes downsi,Ixodes downsi,Nuttalliella
,Animalia,Ixodidae,Species,Kohls & Clifford,,Ixodes eadsi,Ixodes eadsi,Nuttalliella
,Animalia,Ixodidae,Species,Keirans & Clifford,,Ixodes eastoni,Ixodes eastoni,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall,,Ixodes eichhorni,Ixodes eichhorni,Nuttalliella
,Animalia,Ixodidae,Species,Djaparidze,,Ixodes eldaricus,Ixodes eldaricus,Nuttalliella
,Animalia,Ixodidae,Species,Bedford,,Ixodes elongatus,Ixodes elongatus,Nuttalliella
,Animalia,Ixodidae,Species,Pomerantzev,,Ixodes emberizae,Ixodes emberizae,Nuttalliella
,Animalia,Ixodidae,Species,,,Ixodes endopalpiger,Ixodes endopalpiger,Nuttalliella
,Animalia,Ixodidae,Species,Maskell,,Ixodes eudyptidis,Ixodes eudyptidis,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes euplecti,Ixodes euplecti,Nuttalliella
,Animalia,Ixodidae,Species,Warburton & Nuttall,,Ixodes fecialis,Ixodes fecialis,Nuttalliella
,Animalia,Ixodidae,Species,Tonelli-Rondelli,,Ixodes festai,Ixodes festai,Nuttalliella
,Animalia,Ixodidae,Species,"Panzer, 1798",,Ixodes frontalis,Ixodes frontalis,Nuttalliella
,Animalia,Ixodidae,Species,Koch,,Ixodes fuscipes,Ixodes fuscipes,Nuttalliella
,Animalia,Ixodidae,Species,"Apaskevich, Horak, Matthee & Matthee, 2010",,Ixodes fynbosensis,Ixodes fynbosensis,Nuttalliella
,Animalia,Ixodidae,Species,"Clifford & Hoogstraal, 1980",,Ixodes galapagoensis,Ixodes galapagoensis,Nuttalliella
,Animalia,Ixodidae,Species,Nuttall,,Ixodes gibbosus,Ixodes gibbosus,Nuttalliella
,Animalia,Ixodidae,Species,Supino,,Ixodes granulatus,Ixodes granulatus,Nuttalliella
,Animalia,Ixodidae,Species,"Lindquist, Wu & Redner, 1999",,Ixodes gregsoni,Ixodes gregsoni,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, 1956",,Ixodes guatemalensis,Ixodes guatemalensis,Nuttalliella
,Animalia,Ixodidae,Species,Leach,,Ixodes heagonus,Ixodes heagonus,Nuttalliella
,Animalia,Ixodidae,Species,Gregson,,Ixodes hearlei,Ixodes hearlei,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes heinrichi,Ixodes heinrichi,Nuttalliella
,Animalia,Ixodidae,Species,Leach,,Ixodes hexagonus,Ixodes hexagonus,Nuttalliella
,Animalia,Ixodidae,Species,Dhanda & Kulkarni,,Ixodes himalayensis,Ixodes himalayensis,Nuttalliella
,Animalia,Ixodidae,Species,Hassall,,Ixodes hirsti,Ixodes hirsti,Nuttalliella
,Animalia,Ixodidae,Species,"Cooley, 1946",,Ixodes holdenriedi,Ixodes holdenriedi,Nuttalliella
,Animalia,Ixodidae,Species,Neumann,,Ixodes holocyclus,Ixodes holocyclus,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes hoogstraali,Ixodes hoogstraali,Nuttalliella
,Animalia,Ixodidae,Species,"Cooley & Kohls, 1938",,Ixodes howelli,Ixodes howelli,Nuttalliella
,Animalia,Ixodidae,Species,"Clifford, Hoogstraal & Kohls",,Ixodes hyatti,Ixodes hyatti,Nuttalliella
,Animalia,Ixodidae,Species,"Estrada-Pena, Nava & Petney, 2014",,Ixodes inopitus,Ixodes inopitus,Nuttalliella
,Animalia,Ixodidae,Species,"Hoogstraal, 1967",,Ixodes jacksoni,Ixodes jacksoni,Nuttalliella
,Animalia,Ixodidae,Species,"Cooley & Kohls, 1938",,Ixodes jellisoni,Ixodes jellisoni,Nuttalliella
,Animalia,Ixodidae,Species,"Kohls, Sonenshine & Clifford",,Ixodes jonesae,Ixodes jonesae,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes kaiseri,Ixodes kaiseri,Nuttalliella
,Animalia,Ixodidae,Species,Pomerantzev,,Ixodes kashmiricus,Ixodes kashmiricus,Nuttalliella
,Animalia,Ixodidae,Species,Olenev & Sorokoumouv,,Ixodes kazakstani,Ixodes kazakstani,Nuttalliella
,Animalia,Ixodidae,Species,Andre & Colas-Belcour,,Ixodes kerguelenensis,Ixodes kerguelenensis,Nuttalliella
,Animalia,Ixodidae,Species,Bishopp,,Ixodes kingi,Ixodes kingi,Nuttalliella
,Animalia,Ixodidae,Species,"Arthur, 1955",,Ixodes kohlsi,Ixodes kohlsi,Nuttalliella
,Animalia,Ixodidae,Species,Oudemans,,Ixodes kopsteini,Ixodes kopsteini,Nuttalliella
,Animalia,Ixodidae,Species,Hoogstraal & Kohls,,Ixodes kuntzi,Ixodes kuntzi,Nuttalliella
,Animalia,Ixodidae,Species,Olenev,,Ixodes laguri,Ixodes laguri,Nuttalliella
,Animalia,Ixodidae,Subspecies,Olenev,,Ixodes laguri laguri,Ixodes laguri laguri,Nuttalliella
,Animalia,Ixodidae,Species,"Mendez, Arocha & Ortiz",,Ixodes lasallei,Ixodes lasallei,Nuttalliella
,Animalia,Ixodidae,Species,Schulze,,Ixodes latirostris,Ixodes latirostris,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes latus,Ixodes latus,Nuttalliella
,Animalia,Ixodidae,Species,Wilson,,Ixodes laysanensis,Ixodes laysanensis,Nuttalliella
,Animalia,Ixodidae,Species,Arthur,,Ixodes lemuris,Ixodes lemuris,Nuttalliella
