source,kingdom,family,taxonRank,scientificNameAuthorship,vernacularName,canonical,acceptedTaxon,parentTaxon
TPT_v1,Animalia,Echinophthiriidae,Species,"(Trouessart & Neumann, 1888)",,Antarctophthirus microchir,Antarctophthirus microchir,Antarctophthirus
TPT_v1,Animalia,Echinophthiriidae,Species,"Leonardi, Poljak, Carlini, Galliari, Bobinac, Santos, Marquez & Negrete, 2014",,Antarctophthirus carlinii,Antarctophthirus carlinii,Antarctophthirus
TPT_v1,Animalia,Echinophthiriidae,Species,"(von Olfers, 1816)",,Echinophthirius horridus,Echinophthirius horridus,Echinophthirius
TPT_v1,Animalia,Echinophthiriidae,Species,"Kim & Emerson, 1974",,Latagophthirus rauschi,Latagophthirus rauschi,Latagophthirus
TPT_v1,Animalia,Echinophthiriidae,Species,"Enderlein, 1904",,Lepidophthirus macrorhini,Lepidophthirus macrorhini,Lepidophthirus
TPT_v1,Animalia,Echinophthiriidae,Species,"Blagoveschtchensky, 1966",,Lepidophthirus piriformis,Lepidophthirus piriformis,Lepidophthirus
TPT_v1,Animalia,Echinophthiriidae,Species,"(Ferris, 1916)",,Proechinophthirus fluctus,Proechinophthirus fluctus,Proechinophthirus
TPT_v1,Animalia,Echinophthiriidae,Species,"Werneck, 1955",,Proechinophthirus zumpti,Proechinophthirus zumpti,Proechinophthirus
TPT_v1,Animalia,Neolinognathidae,Species,"Bedford, 1920",,Neolinognathus elephantuli,Neolinognathus elephantuli,Neolinognathus
TPT_v1,Animalia,Neolinognathidae,Species,"Ferris, 1922",,Neolinognathus praelautus,Neolinognathus praelautus,Neolinognathus
TPT_v1,Animalia,Hamophthiriidae,Species,"Mjoberg, 1925",,Hamophthirius galeopitheci,Hamophthirius galeopitheci,Hamophthirius
TPT_v1,Animalia,Pedicinidae,Species,"(Rudow, 1869)",,Pedicinus albidus,Pedicinus albidus,Pedicinus
TPT_v1,Animalia,Pedicinidae,Species,"Ferris, 1934",,Pedicinus ancoratus,Pedicinus ancoratus,Pedicinus
