rankID,sciname,scientificNameAuthorship,parentNameUsage,acceptedNameUsage,taxonRemarks,scientificName
100,Struthioniformes,,Aves,,,
140,Struthionidae,,Struthioniformes,,,
180,Struthio,,Struthionidae,,,
220,camelus,,Struthio,,,Struthio camelus
230,camelus,,camelus,,,Struthio camelus camelus
230,syriacus,,camelus,,,Struthio camelus syriacus
230,massaicus,,camelus,,,Struthio camelus massaicus
230,australis,,camelus,,,Struthio camelus australis
220,molybdophanes,,Struthio,,,Struthio molybdophanes
100,Rheiformes,,Aves,,,
140,Rheidae,,Rheiformes,,,
180,Rhea,,Rheidae,,,
220,americana,,Rhea,,,Rhea americana
230,araneipes,,americana,,,Rhea americana araneipes
230,americana,,americana,,,Rhea americana americana
230,nobilis,,americana,,,Rhea americana nobilis
230,albescens,,americana,,,Rhea americana albescens
230,intermedia,,americana,,,Rhea americana intermedia
220,pennata,,Rhea,,,Rhea pennata
230,tarapacensis,,pennata,,,Rhea pennata tarapacensis
230,garleppi,,pennata,,,Rhea pennata garleppi
230,pennata,,pennata,,,Rhea pennata pennata
100,Tinamiformes,,Aves,,,
140,Tinamidae,,Tinamiformes,,,
180,Nothocercus,,Tinamidae,,,
220,julius,,Nothocercus,,,Nothocercus julius
220,bonapartei,,Nothocercus,,,Nothocercus bonapartei
230,intercedens,,bonapartei,,,Nothocercus bonapartei intercedens
230,discrepans,,bonapartei,,,Nothocercus bonapartei discrepans
230,bonapartei,,bonapartei,,,Nothocercus bonapartei bonapartei
230,plumbeiceps,,bonapartei,,,Nothocercus bonapartei plumbeiceps
230,frantzii,,bonapartei,,,Nothocercus bonapartei frantzii
220,nigrocapillus,,Nothocercus,,,Nothocercus nigrocapillus
230,cadwaladeri,,nigrocapillus,,,Nothocercus nigrocapillus cadwaladeri
230,nigrocapillus,,nigrocapillus,,,Nothocercus nigrocapillus nigrocapillus
180,Tinamus,,Tinamidae,,,
220,tao,,Tinamus,,,Tinamus tao
230,larensis,,tao,,,Tinamus tao larensis
230,kleei,,tao,,,Tinamus tao kleei
230,septentrionalis,,tao,,,Tinamus tao septentrionalis
230,tao,,tao,,,Tinamus tao tao
220,solitarius,,Tinamus,,,Tinamus solitarius
220,osgoodi,,Tinamus,,,Tinamus osgoodi
230,hershkovitzi,,osgoodi,,,Tinamus osgoodi hershkovitzi
230,osgoodi,,osgoodi,,,Tinamus osgoodi osgoodi
220,major,,Tinamus,,,Tinamus major
230,robustus,,major,,,Tinamus major robustus
230,percautus,,major,,,Tinamus major percautus
230,fuscipennis,,major,,,Tinamus major fuscipennis
230,castaneiceps,,major,,,Tinamus major castaneiceps
230,brunneiventris,,major,,,Tinamus major brunneiventris
230,saturatus,,major,,,Tinamus major saturatus
230,latifrons,,major,,,Tinamus major latifrons
230,zuliensis,,major,,,Tinamus major zuliensis
230,peruvianus,,major,,,Tinamus major peruvianus
230,serratus,,major,,,Tinamus major serratus
230,major,,major,,,Tinamus major major
230,olivascens,,major,,,Tinamus major olivascens
220,guttatus,,Tinamus,,,Tinamus guttatus
180,Crypturellus,,Tinamidae,,,
220,cinereus,,Crypturellus,,,Crypturellus cinereus
220,berlepschi,,Crypturellus,,,Crypturellus berlepschi
220,soui,,Crypturellus,,,Crypturellus soui
230,meserythrus,,soui,,,Crypturellus soui meserythrus
230,modestus,,soui,,,Crypturellus soui modestus
230,capnodes,,soui,,,Crypturellus soui capnodes
230,poliocephalus,,soui,,,Crypturellus soui poliocephalus
230,panamensis,,soui,,,Crypturellus soui panamensis
230,harterti,,soui,,,Crypturellus soui harterti
230,caucae,,soui,,,Crypturellus soui caucae
230,mustelinus,,soui,,,Crypturellus soui mustelinus
230,soui,,soui,,,Crypturellus soui soui
230,caquetae,,soui,,,Crypturellus soui caquetae
230,andrei,,soui,,,Crypturellus soui andrei
230,nigriceps,,soui,,,Crypturellus soui nigriceps
230,inconspicuus,,soui,,,Crypturellus soui inconspicuus
230,albigularis,,soui,,,Crypturellus soui albigularis
220,ptaritepui,,Crypturellus,,,Crypturellus ptaritepui
220,obsoletus,,Crypturellus,,,Crypturellus obsoletus
230,castaneus,,obsoletus,,,Crypturellus obsoletus castaneus
230,ochraceiventris,,obsoletus,,,Crypturellus obsoletus ochraceiventris
230,traylori,,obsoletus,,,Crypturellus obsoletus traylori
230,punensis,,obsoletus,,,Crypturellus obsoletus punensis
230,cerviniventris,,obsoletus,,,Crypturellus obsoletus cerviniventris
230,knoxi,,obsoletus,,,Crypturellus obsoletus knoxi
230,griseiventris,,obsoletus,,,Crypturellus obsoletus griseiventris
230,hypochraceus,,obsoletus,,,Crypturellus obsoletus hypochraceus
230,obsoletus,,obsoletus,,,Crypturellus obsoletus obsoletus
220,undulatus,,Crypturellus,,,Crypturellus undulatus
230,manapiare,,undulatus,,,Crypturellus undulatus manapiare
230,simplex,,undulatus,,,Crypturellus undulatus simplex
230,yapura,,undulatus,,,Crypturellus undulatus yapura
230,vermiculatus,,undulatus,,,Crypturellus undulatus vermiculatus
230,adspersus,,undulatus,,,Crypturellus undulatus adspersus
230,undulatus,,undulatus,,,Crypturellus undulatus undulatus
220,transfasciatus,,Crypturellus,,,Crypturellus transfasciatus
220,strigulosus,,Crypturellus,,,Crypturellus strigulosus
220,duidae,,Crypturellus,,,Crypturellus duidae
220,erythropus,,Crypturellus,,,Crypturellus erythropus
230,columbianus,,erythropus,,,Crypturellus erythropus columbianus
230,saltuarius,,erythropus,,,Crypturellus erythropus saltuarius
230,idoneus,,erythropus,,,Crypturellus erythropus idoneus
230,cursitans,,erythropus,,,Crypturellus erythropus cursitans
230,spencei,,erythropus,,,Crypturellus erythropus spencei
230,margaritae,,erythropus,,,Crypturellus erythropus margaritae
230,erythropus,,erythropus,,,Crypturellus erythropus erythropus
220,noctivagus,,Crypturellus,,,Crypturellus noctivagus
230,zabele,,noctivagus,,,Crypturellus noctivagus zabele
230,noctivagus,,noctivagus,,,Crypturellus noctivagus noctivagus
220,atrocapillus,,Crypturellus,,,Crypturellus atrocapillus
230,atrocapillus,,atrocapillus,,,Crypturellus atrocapillus atrocapillus
230,garleppi,,atrocapillus,,,Crypturellus atrocapillus garleppi
220,boucardi,,Crypturellus,,,Crypturellus boucardi
230,boucardi,,boucardi,,,Crypturellus boucardi boucardi
230,costaricensis,,boucardi,,,Crypturellus boucardi costaricensis
220,kerriae,,Crypturellus,,,Crypturellus kerriae
220,variegatus,,Crypturellus,,,Crypturellus variegatus
220,cinnamomeus,,Crypturellus,,,Crypturellus cinnamomeus
230,occidentalis,,cinnamomeus,,,Crypturellus cinnamomeus occidentalis
230,soconuscensis,,cinnamomeus,,,Crypturellus cinnamomeus soconuscensis
230,mexicanus,,cinnamomeus,,,Crypturellus cinnamomeus mexicanus
230,sallaei,,cinnamomeus,,,Crypturellus cinnamomeus sallaei
230,goldmani,,cinnamomeus,,,Crypturellus cinnamomeus goldmani
230,vicinior,,cinnamomeus,,,Crypturellus cinnamomeus vicinior
230,cinnamomeus,,cinnamomeus,,,Crypturellus cinnamomeus cinnamomeus
230,delattrii,,cinnamomeus,,,Crypturellus cinnamomeus delattrii
230,praepes,,cinnamomeus,,,Crypturellus cinnamomeus praepes
220,brevirostris,,Crypturellus,,,Crypturellus brevirostris
220,bartletti,,Crypturellus,,,Crypturellus bartletti
220,parvirostris,,Crypturellus,,,Crypturellus parvirostris
220,casiquiare,,Crypturellus,,,Crypturellus casiquiare
220,tataupa,,Crypturellus,,,Crypturellus tataupa
230,inops,,tataupa,,,Crypturellus tataupa inops
230,peruvianus,,tataupa,,,Crypturellus tataupa peruvianus
230,lepidotus,,tataupa,,,Crypturellus tataupa lepidotus
230,tataupa,,tataupa,,,Crypturellus tataupa tataupa
180,Rhynchotus,,Tinamidae,,,
220,rufescens,,Rhynchotus,,,Rhynchotus rufescens
230,catingae,,rufescens,,,Rhynchotus rufescens catingae
230,rufescens,,rufescens,,,Rhynchotus rufescens rufescens
230,pallescens,,rufescens,,,Rhynchotus rufescens pallescens
220,maculicollis,,Rhynchotus,,,Rhynchotus maculicollis
180,Nothoprocta,,Tinamidae,,,
220,taczanowskii,,Nothoprocta,,,Nothoprocta taczanowskii
220,ornata,,Nothoprocta,,,Nothoprocta ornata
230,branickii,,ornata,,,Nothoprocta ornata branickii
230,ornata,,ornata,,,Nothoprocta ornata ornata
230,rostrata,,ornata,,,Nothoprocta ornata rostrata
220,perdicaria,,Nothoprocta,,,Nothoprocta perdicaria
230,perdicaria,,perdicaria,,,Nothoprocta perdicaria perdicaria
230,sanborni,,perdicaria,,,Nothoprocta perdicaria sanborni
220,cinerascens,,Nothoprocta,,,Nothoprocta cinerascens
230,cinerascens,,cinerascens,,,Nothoprocta cinerascens cinerascens
230,parvimaculata,,cinerascens,,,Nothoprocta cinerascens parvimaculata
220,pentlandii,,Nothoprocta,,,Nothoprocta pentlandii
230,ambigua,,pentlandii,,,Nothoprocta pentlandii ambigua
230,oustaleti,,pentlandii,,,Nothoprocta pentlandii oustaleti
230,niethammeri,,pentlandii,,,Nothoprocta pentlandii niethammeri
230,fulvescens,,pentlandii,,,Nothoprocta pentlandii fulvescens
230,pentlandii,,pentlandii,,,Nothoprocta pentlandii pentlandii
230,doeringi,,pentlandii,,,Nothoprocta pentlandii doeringi
230,mendozae,,pentlandii,,,Nothoprocta pentlandii mendozae
220,curvirostris,,Nothoprocta,,,Nothoprocta curvirostris
230,curvirostris,,curvirostris,,,Nothoprocta curvirostris curvirostris
230,peruviana,,curvirostris,,,Nothoprocta curvirostris peruviana
180,Nothura,,Tinamidae,,,
220,boraquira,,Nothura,,,Nothura boraquira
220,minor,,Nothura,,,Nothura minor
220,darwinii,,Nothura,,,Nothura darwinii
230,peruviana,,darwinii,,,Nothura darwinii peruviana
230,agassizii,,darwinii,,,Nothura darwinii agassizii
230,boliviana,,darwinii,,,Nothura darwinii boliviana
230,salvadorii,,darwinii,,,Nothura darwinii salvadorii
230,darwinii,,darwinii,,,Nothura darwinii darwinii
220,maculosa,,Nothura,,,Nothura maculosa
230,cearensis,,maculosa,,,Nothura maculosa cearensis
230,major,,maculosa,,,Nothura maculosa major
230,paludivaga,,maculosa,,,Nothura maculosa paludivaga
230,maculosa,,maculosa,,,Nothura maculosa maculosa
230,pallida,,maculosa,,,Nothura maculosa pallida
230,annectens,,maculosa,,,Nothura maculosa annectens
230,submontana,,maculosa,,,Nothura maculosa submontana
230,nigroguttata,,maculosa,,,Nothura maculosa nigroguttata
220,chacoensis,,Nothura,,,Nothura chacoensis
180,Taoniscus,,Tinamidae,,,
220,nanus,,Taoniscus,,,Taoniscus nanus
180,Eudromia,,Tinamidae,,,
220,elegans,,Eudromia,,,Eudromia elegans
230,intermedia,,elegans,,,Eudromia elegans intermedia
230,magnistriata,,elegans,,,Eudromia elegans magnistriata
230,riojana,,elegans,,,Eudromia elegans riojana
230,albida,,elegans,,,Eudromia elegans albida
230,wetmorei,,elegans,,,Eudromia elegans wetmorei
230,devia,,elegans,,,Eudromia elegans devia
230,numida,,elegans,,,Eudromia elegans numida
230,multiguttata,,elegans,,,Eudromia elegans multiguttata
230,elegans,,elegans,,,Eudromia elegans elegans
230,patagonica,,elegans,,,Eudromia elegans patagonica
220,formosa,,Eudromia,,,Eudromia formosa
230,mira,,formosa,,,Eudromia formosa mira
230,formosa,,formosa,,,Eudromia formosa formosa
180,Tinamotis,,Tinamidae,,,
220,pentlandii,,Tinamotis,,,Tinamotis pentlandii
220,ingoufi,,Tinamotis,,,Tinamotis ingoufi
100,Casuariiformes,,Aves,,,
140,Casuariidae,,Casuariiformes,,,
180,Casuarius,,Casuariidae,,,
220,casuarius,,Casuarius,,,Casuarius casuarius
220,bennetti,,Casuarius,,,Casuarius bennetti
220,unappendiculatus,,Casuarius,,,Casuarius unappendiculatus
180,Dromaius,,Casuariidae,,,
220,novaehollandiae,,Dromaius,,,Dromaius novaehollandiae
230,novaehollandiae,,novaehollandiae,,,Dromaius novaehollandiae novaehollandiae
230,baudinianus,,novaehollandiae,,,Dromaius novaehollandiae baudinianus
230,minor,,novaehollandiae,,,Dromaius novaehollandiae minor
230,diemenensis,,novaehollandiae,,,Dromaius novaehollandiae diemenensis
100,Apterygiformes,,Aves,,,
140,Apterygidae,,Apterygiformes,,,
180,Apteryx,,Apterygidae,,,
220,australis,,Apteryx,,,Apteryx australis
230,australis,,australis,,,Apteryx australis australis
230,lawryi,,australis,,,Apteryx australis lawryi
220,rowi,,Apteryx,,,Apteryx rowi
220,mantelli,,Apteryx,,,Apteryx mantelli
220,owenii,,Apteryx,,,Apteryx owenii
220,haastii,,Apteryx,,,Apteryx haastii
100,Anseriformes,,Aves,,,
140,Anhimidae,,Anseriformes,,,
180,Anhima,,Anhimidae,,,
220,cornuta,,Anhima,,,Anhima cornuta
180,Chauna,,Anhimidae,,,
220,torquata,,Chauna,,,Chauna torquata
220,chavaria,,Chauna,,,Chauna chavaria
140,Anseranatidae,,Anseriformes,,,
180,Anseranas,,Anseranatidae,,,
220,semipalmata,,Anseranas,,,Anseranas semipalmata
140,Anatidae,,Anseriformes,,,
180,Dendrocygna,,Anatidae,,,
220,guttata,,Dendrocygna,,,Dendrocygna guttata
220,eytoni,,Dendrocygna,,,Dendrocygna eytoni
220,viduata,,Dendrocygna,,,Dendrocygna viduata
220,autumnalis,,Dendrocygna,,,Dendrocygna autumnalis
230,fulgens,,autumnalis,,,Dendrocygna autumnalis fulgens
230,autumnalis,,autumnalis,,,Dendrocygna autumnalis autumnalis
220,arborea,,Dendrocygna,,,Dendrocygna arborea
220,bicolor,,Dendrocygna,,,Dendrocygna bicolor
220,arcuata,,Dendrocygna,,,Dendrocygna arcuata
230,arcuata,,arcuata,,,Dendrocygna arcuata arcuata
230,australis,,arcuata,,,Dendrocygna arcuata australis
230,pygmaea,,arcuata,,,Dendrocygna arcuata pygmaea
220,javanica,,Dendrocygna,,,Dendrocygna javanica
180,Thalassornis,,Anatidae,,,
220,leuconotus,,Thalassornis,,,Thalassornis leuconotus
230,leuconotus,,leuconotus,,,Thalassornis leuconotus leuconotus
230,insularis,,leuconotus,,,Thalassornis leuconotus insularis
180,Anser,,Anatidae,,,
220,indicus,,Anser,,,Anser indicus
220,canagicus,,Anser,,,Anser canagicus
220,caerulescens,,Anser,,,Anser caerulescens
230,caerulescens,,caerulescens,,,Anser caerulescens caerulescens
230,atlanticus,,caerulescens,,,Anser caerulescens atlanticus
220,rossii,,Anser,,,Anser rossii
220,anser,,Anser,,,Anser anser
230,anser,,anser,,,Anser anser anser
230,rubrirostris,,anser,,,Anser anser rubrirostris
220,cygnoides,,Anser,,,Anser cygnoides
220,albifrons,,Anser,,,Anser albifrons
230,flavirostris,,albifrons,,,Anser albifrons flavirostris
230,albifrons,,albifrons,,,Anser albifrons albifrons
230,gambelli,,albifrons,,,Anser albifrons gambelli
230,sponsa,,albifrons,,,Anser albifrons sponsa
230,elgasi,,albifrons,,,Anser albifrons elgasi
220,erythropus,,Anser,,,Anser erythropus
220,fabalis,,Anser,,,Anser fabalis
230,fabalis,,fabalis,,,Anser fabalis fabalis
230,johanseni,,fabalis,,,Anser fabalis johanseni
230,middendorffii,,fabalis,,,Anser fabalis middendorffii
220,serrirostris,,Anser,,,Anser serrirostris
230,rossicus,,serrirostris,,,Anser serrirostris rossicus
230,serrirostris,,serrirostris,,,Anser serrirostris serrirostris
220,brachyrhynchus,,Anser,,,Anser brachyrhynchus
180,Branta,,Anatidae,,,
220,bernicla,,Branta,,,Branta bernicla
230,bernicla,,bernicla,,,Branta bernicla bernicla
230,hrota,,bernicla,,,Branta bernicla hrota
230,nigricans,,bernicla,,,Branta bernicla nigricans
220,leucopsis,,Branta,,,Branta leucopsis
220,hutchinsii,,Branta,,,Branta hutchinsii
230,leucopareia,,hutchinsii,,,Branta hutchinsii leucopareia
230,hutchinsii,,hutchinsii,,,Branta hutchinsii hutchinsii
230,minima,,hutchinsii,,,Branta hutchinsii minima
230,taverneri,,hutchinsii,,,Branta hutchinsii taverneri
220,canadensis,,Branta,,,Branta canadensis
230,moffitti,,canadensis,,,Branta canadensis moffitti
230,maxima,,canadensis,,,Branta canadensis maxima
230,occidentalis,,canadensis,,,Branta canadensis occidentalis
230,fulva,,canadensis,,,Branta canadensis fulva
230,parvipes,,canadensis,,,Branta canadensis parvipes
230,canadensis,,canadensis,,,Branta canadensis canadensis
230,interior,,canadensis,,,Branta canadensis interior
220,sandvicensis,,Branta,,,Branta sandvicensis
220,ruficollis,,Branta,,,Branta ruficollis
180,Cereopsis,,Anatidae,,,
220,novaehollandiae,,Cereopsis,,,Cereopsis novaehollandiae
230,grisea,,novaehollandiae,,,Cereopsis novaehollandiae grisea
230,novaehollandiae,,novaehollandiae,,,Cereopsis novaehollandiae novaehollandiae
180,Stictonetta,,Anatidae,,,
220,naevosa,,Stictonetta,,,Stictonetta naevosa
180,Cyanochen,,Anatidae,,,
220,cyanoptera,,Cyanochen,,,Cyanochen cyanoptera
180,Cygnus,,Anatidae,,,
220,olor,,Cygnus,,,Cygnus olor
220,atratus,,Cygnus,,,Cygnus atratus
220,melancoryphus,,Cygnus,,,Cygnus melancoryphus
220,buccinator,,Cygnus,,,Cygnus buccinator
220,columbianus,,Cygnus,,,Cygnus columbianus
230,columbianus,,columbianus,,,Cygnus columbianus columbianus
230,bewickii,,columbianus,,,Cygnus columbianus bewickii
220,cygnus,,Cygnus,,,Cygnus cygnus
180,Coscoroba,,Anatidae,,,
220,coscoroba,,Coscoroba,,,Coscoroba coscoroba
180,Sarkidiornis,,Anatidae,,,
220,melanotos,,Sarkidiornis,,,Sarkidiornis melanotos
220,sylvicola,,Sarkidiornis,,,Sarkidiornis sylvicola
180,Pteronetta,,Anatidae,,,
220,hartlaubii,,Pteronetta,,,Pteronetta hartlaubii
180,Oressochen,,Anatidae,,,
220,jubatus,,Oressochen,,,Oressochen jubatus
220,melanopterus,,Oressochen,,,Oressochen melanopterus
180,Chloephaga,,Anatidae,,,
220,picta,,Chloephaga,,,Chloephaga picta
230,picta,,picta,,,Chloephaga picta picta
230,leucoptera,,picta,,,Chloephaga picta leucoptera
220,hybrida,,Chloephaga,,,Chloephaga hybrida
230,hybrida,,hybrida,,,Chloephaga hybrida hybrida
230,malvinarum,,hybrida,,,Chloephaga hybrida malvinarum
220,poliocephala,,Chloephaga,,,Chloephaga poliocephala
220,rubidiceps,,Chloephaga,,,Chloephaga rubidiceps
180,Radjah,,Anatidae,,,
220,radjah,,Radjah,,,Radjah radjah
230,radjah,,radjah,,,Radjah radjah radjah
230,rufitergum,,radjah,,,Radjah radjah rufitergum
180,Alopochen,,Anatidae,,,
220,aegyptiaca,,Alopochen,,,Alopochen aegyptiaca
180,Tadorna,,Anatidae,,,
220,ferruginea,,Tadorna,,,Tadorna ferruginea
220,cana,,Tadorna,,,Tadorna cana
220,tadornoides,,Tadorna,,,Tadorna tadornoides
220,variegata,,Tadorna,,,Tadorna variegata
220,tadorna,,Tadorna,,,Tadorna tadorna
220,cristata,,Tadorna,,,Tadorna cristata
180,Plectropterus,,Anatidae,,,
220,gambensis,,Plectropterus,,,Plectropterus gambensis
230,gambensis,,gambensis,,,Plectropterus gambensis gambensis
230,niger,,gambensis,,,Plectropterus gambensis niger
180,Tachyeres,,Anatidae,,,
220,patachonicus,,Tachyeres,,,Tachyeres patachonicus
220,pteneres,,Tachyeres,,,Tachyeres pteneres
220,brachypterus,,Tachyeres,,,Tachyeres brachypterus
220,leucocephalus,,Tachyeres,,,Tachyeres leucocephalus
180,Lophonetta,,Anatidae,,,
220,specularioides,,Lophonetta,,,Lophonetta specularioides
230,alticola,,specularioides,,,Lophonetta specularioides alticola
230,specularioides,,specularioides,,,Lophonetta specularioides specularioides
180,Speculanas,,Anatidae,,,
220,specularis,,Speculanas,,,Speculanas specularis
180,Cairina,,Anatidae,,,
220,moschata,,Cairina,,,Cairina moschata
180,Nettapus,,Anatidae,,,
220,pulchellus,,Nettapus,,,Nettapus pulchellus
220,coromandelianus,,Nettapus,,,Nettapus coromandelianus
230,coromandelianus,,coromandelianus,,,Nettapus coromandelianus coromandelianus
230,albipennis,,coromandelianus,,,Nettapus coromandelianus albipennis
220,auritus,,Nettapus,,,Nettapus auritus
180,Callonetta,,Anatidae,,,
220,leucophrys,,Callonetta,,,Callonetta leucophrys
180,Aix,,Anatidae,,,
220,sponsa,,Aix,,,Aix sponsa
220,galericulata,,Aix,,,Aix galericulata
180,Chenonetta,,Anatidae,,,
220,jubata,,Chenonetta,,,Chenonetta jubata
180,Amazonetta,,Anatidae,,,
220,brasiliensis,,Amazonetta,,,Amazonetta brasiliensis
230,brasiliensis,,brasiliensis,,,Amazonetta brasiliensis brasiliensis
230,ipecutiri,,brasiliensis,,,Amazonetta brasiliensis ipecutiri
180,Hymenolaimus,,Anatidae,,,
220,malacorhynchos,,Hymenolaimus,,,Hymenolaimus malacorhynchos
180,Merganetta,,Anatidae,,,
220,armata,,Merganetta,,,Merganetta armata
230,colombiana,,armata,,,Merganetta armata colombiana
230,leucogenis,,armata,,,Merganetta armata leucogenis
230,turneri,,armata,,,Merganetta armata turneri
230,garleppi,,armata,,,Merganetta armata garleppi
230,berlepschi,,armata,,,Merganetta armata berlepschi
230,armata,,armata,,,Merganetta armata armata
180,Salvadorina,,Anatidae,,,
220,waigiuensis,,Salvadorina,,,Salvadorina waigiuensis
180,Sibirionetta,,Anatidae,,,
220,formosa,,Sibirionetta,,,Sibirionetta formosa
180,Spatula,,Anatidae,,,
220,querquedula,,Spatula,,,Spatula querquedula
220,hottentota,,Spatula,,,Spatula hottentota
220,versicolor,,Spatula,,,Spatula versicolor
230,versicolor,,versicolor,,,Spatula versicolor versicolor
230,fretensis,,versicolor,,,Spatula versicolor fretensis
220,puna,,Spatula,,,Spatula puna
220,discors,,Spatula,,,Spatula discors
220,cyanoptera,,Spatula,,,Spatula cyanoptera
230,septentrionalium,,cyanoptera,,,Spatula cyanoptera septentrionalium
230,tropica,,cyanoptera,,,Spatula cyanoptera tropica
230,borreroi,,cyanoptera,,,Spatula cyanoptera borreroi
230,orinoma,,cyanoptera,,,Spatula cyanoptera orinoma
230,cyanoptera,,cyanoptera,,,Spatula cyanoptera cyanoptera
220,platalea,,Spatula,,,Spatula platalea
220,smithii,,Spatula,,,Spatula smithii
220,rhynchotis,,Spatula,,,Spatula rhynchotis
220,clypeata,,Spatula,,,Spatula clypeata
180,Mareca,,Anatidae,,,
220,strepera,,Mareca,,,Mareca strepera
230,strepera,,strepera,,,Mareca strepera strepera
230,couesi,,strepera,,,Mareca strepera couesi
220,falcata,,Mareca,,,Mareca falcata
220,penelope,,Mareca,,,Mareca penelope
220,americana,,Mareca,,,Mareca americana
220,sibilatrix,,Mareca,,,Mareca sibilatrix
180,Anas,,Anatidae,,,
220,sparsa,,Anas,,,Anas sparsa
230,leucostigma,,sparsa,,,Anas sparsa leucostigma
230,sparsa,,sparsa,,,Anas sparsa sparsa
220,undulata,,Anas,,,Anas undulata
230,undulata,,undulata,,,Anas undulata undulata
230,ruppelli,,undulata,,,Anas undulata ruppelli
220,melleri,,Anas,,,Anas melleri
220,superciliosa,,Anas,,,Anas superciliosa
230,superciliosa,,superciliosa,,,Anas superciliosa superciliosa
230,pelewensis,,superciliosa,,,Anas superciliosa pelewensis
220,laysanensis,,Anas,,,Anas laysanensis
220,wyvilliana,,Anas,,,Anas wyvilliana
220,luzonica,,Anas,,,Anas luzonica
220,poecilorhyncha,,Anas,,,Anas poecilorhyncha
230,poecilorhyncha,,poecilorhyncha,,,Anas poecilorhyncha poecilorhyncha
230,haringtoni,,poecilorhyncha,,,Anas poecilorhyncha haringtoni
220,zonorhyncha,,Anas,,,Anas zonorhyncha
220,platyrhynchos,,Anas,,,Anas platyrhynchos
230,platyrhynchos,,platyrhynchos,,,Anas platyrhynchos platyrhynchos
230,conboschas,,platyrhynchos,,,Anas platyrhynchos conboschas
220,diazi,,Anas,,,Anas diazi
220,rubripes,,Anas,,,Anas rubripes
220,fulvigula,,Anas,,,Anas fulvigula
230,fulvigula,,fulvigula,,,Anas fulvigula fulvigula
230,maculosa,,fulvigula,,,Anas fulvigula maculosa
220,capensis,,Anas,,,Anas capensis
220,bahamensis,,Anas,,,Anas bahamensis
230,bahamensis,,bahamensis,,,Anas bahamensis bahamensis
230,rubrirostris,,bahamensis,,,Anas bahamensis rubrirostris
230,galapagensis,,bahamensis,,,Anas bahamensis galapagensis
220,erythrorhyncha,,Anas,,,Anas erythrorhyncha
220,acuta,,Anas,,,Anas acuta
220,eatoni,,Anas,,,Anas eatoni
230,eatoni,,eatoni,,,Anas eatoni eatoni
230,drygalskii,,eatoni,,,Anas eatoni drygalskii
220,georgica,,Anas,,,Anas georgica
230,georgica,,georgica,,,Anas georgica georgica
230,spinicauda,,georgica,,,Anas georgica spinicauda
230,niceforoi,,georgica,,,Anas georgica niceforoi
220,crecca,,Anas,,,Anas crecca
230,crecca,,crecca,,,Anas crecca crecca
230,nimia,,crecca,,,Anas crecca nimia
230,carolinensis,,crecca,,,Anas crecca carolinensis
220,andium,,Anas,,,Anas andium
230,altipetens,,andium,,,Anas andium altipetens
230,andium,,andium,,,Anas andium andium
220,flavirostris,,Anas,,,Anas flavirostris
230,flavirostris,,flavirostris,,,Anas flavirostris flavirostris
230,oxyptera,,flavirostris,,,Anas flavirostris oxyptera
220,albogularis,,Anas,,,Anas albogularis
220,gibberifrons,,Anas,,,Anas gibberifrons
220,gracilis,,Anas,,,Anas gracilis
230,gracilis,,gracilis,,,Anas gracilis gracilis
230,remissa,,gracilis,,,Anas gracilis remissa
220,castanea,,Anas,,,Anas castanea
220,bernieri,,Anas,,,Anas bernieri
220,aucklandica,,Anas,,,Anas aucklandica
220,nesiotis,,Anas,,,Anas nesiotis
220,chlorotis,,Anas,,,Anas chlorotis
180,Malacorhynchus,,Anatidae,,,
220,membranaceus,,Malacorhynchus,,,Malacorhynchus membranaceus
180,Marmaronetta,,Anatidae,,,
220,angustirostris,,Marmaronetta,,,Marmaronetta angustirostris
180,Rhodonessa,,Anatidae,,,
220,caryophyllacea,,Rhodonessa,,,Rhodonessa caryophyllacea
180,Asarcornis,,Anatidae,,,
220,scutulata,,Asarcornis,,,Asarcornis scutulata
180,Netta,,Anatidae,,,
220,rufina,,Netta,,,Netta rufina
220,erythrophthalma,,Netta,,,Netta erythrophthalma
230,erythrophthalma,,erythrophthalma,,,Netta erythrophthalma erythrophthalma
230,brunnea,,erythrophthalma,,,Netta erythrophthalma brunnea
220,peposaca,,Netta,,,Netta peposaca
180,Aythya,,Anatidae,,,
220,valisineria,,Aythya,,,Aythya valisineria
220,americana,,Aythya,,,Aythya americana
220,ferina,,Aythya,,,Aythya ferina
220,collaris,,Aythya,,,Aythya collaris
220,nyroca,,Aythya,,,Aythya nyroca
220,innotata,,Aythya,,,Aythya innotata
220,baeri,,Aythya,,,Aythya baeri
220,australis,,Aythya,,,Aythya australis
220,fuligula,,Aythya,,,Aythya fuligula
220,novaeseelandiae,,Aythya,,,Aythya novaeseelandiae
220,marila,,Aythya,,,Aythya marila
230,marila,,marila,,,Aythya marila marila
230,nearctica,,marila,,,Aythya marila nearctica
220,affinis,,Aythya,,,Aythya affinis
180,Polysticta,,Anatidae,,,
220,stelleri,,Polysticta,,,Polysticta stelleri
180,Somateria,,Anatidae,,,
220,fischeri,,Somateria,,,Somateria fischeri
220,spectabilis,,Somateria,,,Somateria spectabilis
220,mollissima,,Somateria,,,Somateria mollissima
230,mollissima,,mollissima,,,Somateria mollissima mollissima
230,faeroeensis,,mollissima,,,Somateria mollissima faeroeensis
230,v-nigrum,,mollissima,,,Somateria mollissima v-nigrum
230,dresseri,,mollissima,,,Somateria mollissima dresseri
230,borealis,,mollissima,,,Somateria mollissima borealis
