source,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonicalName
ASM,,,,,,,,,Bos mutus,,Bos,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bos,,mutus,,species,,,,,,,220,Bos mutus
ASM,,,,,,,,,Bos sauveli,,Bos,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bos,,sauveli,,species,,,,,,,220,Bos sauveli
ASM,,,,,,,,,Bos taurus,,Bos,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bos,,taurus,,species,,,,,,,220,Bos taurus
ASM,,,,,,,,,Bos,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bos,,,,genus,,,,,,,180,Bos 
ASM,,,,,,,,,Boselaphus tragocamelus,,Boselaphus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Boselaphus,,tragocamelus,,species,,,,,,,220,Boselaphus tragocamelus
ASM,,,,,,,,,Boselaphus,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Boselaphus,,,,genus,,,,,,,180,Boselaphus 
ASM,,,,,,,,,Bubalus arnee,,Bubalus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bubalus,,arnee,,species,,,,,,,220,Bubalus arnee
ASM,,,,,,,,,Bubalus bubalis,,Bubalus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bubalus,,bubalis,,species,,,,,,,220,Bubalus bubalis
ASM,,,,,,,,,Bubalus depressicornis,,Bubalus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bubalus,,depressicornis,,species,,,,,,,220,Bubalus depressicornis
ASM,,,,,,,,,Bubalus mindorensis,,Bubalus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bubalus,,mindorensis,,species,,,,,,,220,Bubalus mindorensis
ASM,,,,,,,,,Bubalus quarlesi,,Bubalus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bubalus,,quarlesi,,species,,,,,,,220,Bubalus quarlesi
ASM,,,,,,,,,Bubalus,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Bubalus,,,,genus,,,,,,,180,Bubalus 
ASM,,,,,,,,,Budorcas taxicolor,,Budorcas,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Budorcas,,taxicolor,,species,,,,,,,220,Budorcas taxicolor
ASM,,,,,,,,,Budorcas,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Budorcas,,,,genus,,,,,,,180,Budorcas 
ASM,,,,,,,,,Capra aegagrus,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,aegagrus,,species,,,,,,,220,Capra aegagrus
ASM,,,,,,,,,Capra caucasica,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,caucasica,,species,,,,,,,220,Capra caucasica
ASM,,,,,,,,,Capra cylindricornis,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,cylindricornis,,species,,,,,,,220,Capra cylindricornis
ASM,,,,,,,,,Capra falconeri,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,falconeri,,species,,,,,,,220,Capra falconeri
ASM,,,,,,,,,Capra hircus,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,hircus,,species,,,,,,,220,Capra hircus
ASM,,,,,,,,,Capra ibex,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,ibex,,species,,,,,,,220,Capra ibex
ASM,,,,,,,,,Capra nubiana,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,nubiana,,species,,,,,,,220,Capra nubiana
ASM,,,,,,,,,Capra pyrenaica,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,pyrenaica,,species,,,,,,,220,Capra pyrenaica
